Physician,DiagnosisGroupCode,Count,TotalDeductibleAmtPaid,TotalInscClaimAmtReimbursed
PHY337667,224,1,1068.0,7000
PHY337670,811,1,1068.0,16000
PHY337670,951,1,1068.0,12000
PHY337679,238,1,1068.0,12000
PHY337679,865,1,1068.0,57000
PHY337692,052,1,1068.0,12000
PHY337692,556,1,1068.0,40000
PHY337697,164,1,1068.0,29000
PHY337701,425,1,0.0,9000
PHY337711,305,1,1068.0,10000
PHY337713,387,1,1068.0,3000
PHY337713,723,1,1068.0,8000
PHY337721,187,1,0.0,16000
PHY337725,695,1,1068.0,8000
PHY337744,251,1,1068.0,15000
PHY337744,436,1,1068.0,11000
PHY337745,238,1,1068.0,12000
PHY337746,098,1,1068.0,3000
PHY337746,193,2,0.0,24000
PHY337746,224,2,2136.0,26000
PHY337746,296,2,2136.0,22000
PHY337746,312,1,1068.0,4000
PHY337746,337,2,2136.0,32000
PHY337746,355,2,2136.0,58000
PHY337746,386,2,2136.0,28000
PHY337746,393,2,2136.0,18000
PHY337746,478,2,2136.0,0
PHY337746,482,2,2136.0,24000
PHY337746,533,1,1068.0,5000
PHY337746,573,2,2136.0,16000
PHY337746,867,1,1068.0,13000
PHY337746,882,1,1068.0,4000
PHY337746,904,1,1068.0,2000
PHY337751,157,1,1068.0,2000
PHY337751,186,1,1068.0,8000
PHY337751,334,1,1068.0,30000
PHY337751,485,2,2136.0,28000
PHY337751,542,1,1068.0,3000
PHY337751,685,2,2136.0,6000
PHY337751,865,1,1068.0,200
PHY337757,232,1,1068.0,7000
PHY337763,064,1,1068.0,6000
PHY337763,218,1,1068.0,14000
PHY337763,509,1,1068.0,10000
PHY337763,939,1,1068.0,19000
PHY337763,OTH,1,1068.0,0
PHY337775,629,1,1068.0,5000
PHY337784,200,1,1068.0,29000
PHY337803,262,1,1068.0,7000
PHY337805,453,1,1068.0,13000
PHY337816,408,1,1068.0,9000
PHY337816,547,1,1068.0,8000
PHY337832,061,1,1068.0,8000
PHY337838,284,1,1068.0,8000
PHY337839,303,1,1068.0,4000
PHY337848,260,1,0.0,6000
PHY337875,557,1,1068.0,11000
PHY337876,895,1,1068.0,9000
PHY337878,201,1,1068.0,4000
PHY337878,950,1,1068.0,3000
PHY337882,907,1,1068.0,0
PHY337891,535,1,1068.0,24000
PHY337904,469,1,1068.0,10000
PHY337904,546,1,1068.0,16000
PHY337919,055,1,0.0,5000
PHY337919,092,1,1068.0,5000
PHY337919,099,1,1068.0,5000
PHY337919,113,1,1068.0,11000
PHY337919,165,1,1068.0,4000
PHY337919,181,1,1068.0,4000
PHY337919,182,1,1068.0,6000
PHY337919,188,1,1068.0,5000
PHY337919,195,1,1068.0,10000
PHY337919,197,2,2136.0,14000
PHY337919,201,2,2136.0,20000
PHY337919,204,1,1068.0,8000
PHY337919,207,1,1068.0,12000
PHY337919,215,1,1068.0,14000
PHY337919,233,1,1068.0,16000
PHY337919,244,1,1068.0,40000
PHY337919,245,1,1068.0,8000
PHY337919,246,1,1068.0,55000
PHY337919,248,1,0.0,37000
PHY337919,287,1,1068.0,7000
PHY337919,293,1,1068.0,7000
PHY337919,298,1,1068.0,32000
PHY337919,307,1,1068.0,3000
PHY337919,312,1,1068.0,22000
PHY337919,408,1,1068.0,17000
PHY337919,488,1,1068.0,11000
PHY337919,555,1,1068.0,13000
PHY337919,558,1,1068.0,10000
PHY337919,564,1,1068.0,28000
PHY337919,600,1,1068.0,9000
PHY337919,604,1,1068.0,9000
PHY337919,652,1,1068.0,7000
PHY337919,693,1,1068.0,10000
PHY337919,745,1,1068.0,6000
PHY337919,812,1,1068.0,3000
PHY337919,839,1,1068.0,7000
PHY337919,858,1,1068.0,9000
PHY337919,870,1,1068.0,15000
PHY337919,871,1,1068.0,9000
PHY337919,902,1,1068.0,7000
PHY337919,906,1,1068.0,21000
PHY337919,921,1,1068.0,8000
PHY337920,116,1,1068.0,3000
PHY337926,558,1,1068.0,8000
PHY337930,558,1,1068.0,12000
PHY337934,343,1,0.0,5000
PHY337940,226,1,1068.0,5000
PHY337940,233,1,1068.0,6000
PHY337940,871,1,0.0,11000
PHY337951,204,1,1068.0,7000
PHY337951,283,1,1068.0,10000
PHY337951,885,1,1068.0,3000
PHY337951,886,1,1068.0,0
PHY337958,205,1,1068.0,8000
PHY337967,957,1,1068.0,20000
PHY337972,282,1,1068.0,7000
PHY337980,215,1,1068.0,7000
PHY337986,661,1,1068.0,4000
PHY337988,985,1,1068.0,22000
PHY337995,184,1,1068.0,3000
PHY337995,193,1,1068.0,6000
PHY337995,195,1,1068.0,6000
PHY337995,263,1,1068.0,6000
PHY337995,313,1,1068.0,7000
PHY337995,369,1,1068.0,3000
PHY337995,462,1,1068.0,3000
PHY337995,464,1,1068.0,4000
PHY337995,584,1,1068.0,3000
PHY338018,584,1,1068.0,5000
PHY338026,292,1,1068.0,11000
PHY338038,031,2,2136.0,14000
PHY338038,813,2,2136.0,6000
PHY338043,077,1,1068.0,0
PHY338043,190,1,1068.0,4000
PHY338043,230,1,1068.0,8000
PHY338043,231,1,1068.0,3000
PHY338043,238,1,1068.0,5000
PHY338043,244,2,2136.0,22000
PHY338043,248,1,1068.0,5000
PHY338043,289,1,1068.0,5000
PHY338043,307,1,1068.0,5000
PHY338043,331,2,2136.0,24000
PHY338043,343,2,2136.0,6000
PHY338043,348,3,3204.0,21000
PHY338043,386,1,1068.0,3000
PHY338043,422,1,1068.0,9000
PHY338043,565,1,1068.0,13000
PHY338043,653,1,1068.0,8000
PHY338043,668,1,1068.0,18000
PHY338043,673,2,2136.0,12000
PHY338044,461,1,0.0,15000
PHY338047,052,2,2136.0,10000
PHY338047,229,1,1068.0,28000
PHY338047,230,1,1068.0,11000
PHY338047,499,1,1068.0,11000
PHY338047,535,1,1068.0,12000
PHY338047,868,1,0.0,16000
PHY338057,159,1,1068.0,7000
PHY338075,247,1,1068.0,6000
PHY338075,381,1,1068.0,3000
PHY338075,858,1,1068.0,6000
PHY338102,069,1,1068.0,4000
PHY338104,204,1,1068.0,14000
PHY338104,206,1,1068.0,25000
PHY338104,255,1,1068.0,2000
PHY338104,290,2,0.0,16000
PHY338104,297,1,1068.0,4000
PHY338104,730,1,1068.0,3000
PHY338106,376,1,1068.0,12000
PHY338108,206,1,1068.0,2000
PHY338110,185,2,2136.0,114000
PHY338124,742,1,1068.0,4000
PHY338126,581,1,1068.0,20000
PHY338126,584,1,1068.0,5000
PHY338126,940,1,1068.0,17000
PHY338130,497,1,1068.0,4000
PHY338140,371,1,1068.0,9000
PHY338140,473,1,1068.0,2000
PHY338141,229,1,1068.0,5000
PHY338141,348,1,1068.0,3000
PHY338141,977,1,1068.0,10000
PHY338144,869,2,2136.0,114000
PHY338173,541,1,1068.0,25000
PHY338174,375,1,0.0,35000
PHY338175,884,1,1068.0,4000
PHY338181,237,1,1068.0,7000
PHY338185,166,1,1068.0,3000
PHY338186,244,1,1068.0,11000
PHY338186,315,1,1068.0,10000
PHY338186,495,1,1068.0,14000
PHY338186,948,1,1068.0,18000
PHY338187,259,1,1068.0,4000
PHY338194,378,1,1068.0,3000
PHY338196,035,1,1068.0,16000
PHY338196,868,1,1068.0,36000
PHY338199,180,2,2136.0,24000
PHY338199,197,1,1068.0,5000
PHY338199,253,2,2136.0,28000
PHY338199,458,1,1068.0,13000
PHY338211,178,1,1068.0,3000
PHY338223,395,1,1068.0,1000
PHY338223,687,1,1068.0,10000
PHY338236,175,1,1068.0,6000
PHY338236,308,3,3204.0,21000
PHY338236,331,2,2136.0,8000
PHY338236,382,1,1068.0,25000
PHY338237,478,1,1068.0,10000
PHY338242,247,2,2136.0,36000
PHY338244,176,1,1068.0,3000
PHY338244,331,1,1068.0,7000
PHY338244,864,1,1068.0,57000
PHY338245,183,1,1068.0,10000
PHY338246,240,1,1068.0,10000
PHY338253,236,1,1068.0,3000
PHY338255,223,1,1068.0,80000
PHY338256,233,1,1068.0,41000
PHY338256,238,1,1068.0,3000
PHY338260,130,1,1068.0,13000
PHY338268,006,3,3204.0,171000
PHY338268,077,2,2136.0,38000
PHY338268,189,1,1068.0,11000
PHY338268,197,1,1068.0,3000
PHY338268,206,2,2136.0,10000
PHY338268,223,1,1068.0,15000
PHY338268,234,1,1068.0,3000
PHY338268,252,1,1068.0,3000
PHY338268,307,2,2136.0,18000
PHY338268,311,2,2136.0,30000
PHY338268,335,1,1068.0,14000
PHY338268,385,2,2136.0,32000
PHY338268,392,1,1068.0,11000
PHY338268,424,1,1068.0,4000
PHY338268,490,2,2136.0,58000
PHY338268,544,1,1068.0,18000
PHY338268,603,1,0.0,8000
PHY338268,627,1,1068.0,4000
PHY338268,653,2,2136.0,24000
PHY338268,655,2,2136.0,10000
PHY338268,693,1,1068.0,5000
PHY338275,949,1,1068.0,13000
PHY338287,300,1,1068.0,33000
PHY338290,310,1,1068.0,12000
PHY338291,093,1,1068.0,12000
PHY338300,392,1,0.0,6000
PHY338305,164,1,1068.0,8000
PHY338307,406,1,1068.0,14000
PHY338348,349,1,1068.0,30000
PHY338348,481,1,1068.0,57000
PHY338357,421,1,1068.0,16000
PHY338365,182,1,1068.0,5000
PHY338365,224,1,1068.0,8000
PHY338365,605,1,1068.0,3000
PHY338365,904,1,0.0,13000
PHY338395,203,1,1068.0,4000
PHY338395,258,1,1068.0,3000
PHY338395,381,1,1068.0,5000
PHY338404,290,1,1068.0,18000
PHY338419,652,1,1068.0,9000
PHY338420,199,1,1068.0,4000
PHY338433,501,1,1068.0,16000
PHY338433,897,1,1068.0,700
PHY338437,158,1,1068.0,17000
PHY338438,476,1,1068.0,14000
PHY338443,250,1,1068.0,50000
PHY338443,298,1,1068.0,11000
PHY338443,386,1,1068.0,7000
PHY338443,884,1,1068.0,900
PHY338446,199,1,1068.0,4000
PHY338446,549,1,1068.0,4000
PHY338453,024,1,1068.0,3000
PHY338463,229,1,1068.0,8000
PHY338463,475,1,1068.0,10000
PHY338463,622,1,1068.0,3000
PHY338463,656,1,1068.0,4000
PHY338469,176,1,1068.0,15000
PHY338481,690,1,1068.0,3000
PHY338490,227,1,1068.0,12000
PHY338490,352,1,1068.0,10000
PHY338491,218,1,1068.0,19000
PHY338500,000,1,1068.0,0
PHY338502,476,1,1068.0,9000
PHY338503,060,1,1068.0,5000
PHY338503,068,1,1068.0,5000
PHY338503,176,1,1068.0,7000
PHY338503,184,1,1068.0,57000
PHY338503,185,1,1068.0,5000
PHY338503,202,1,1068.0,11000
PHY338503,231,1,1068.0,4000
PHY338503,233,1,1068.0,21000
PHY338503,245,1,1068.0,17000
PHY338503,261,1,1068.0,10000
PHY338503,291,1,1068.0,9000
PHY338503,297,1,1068.0,2000
PHY338503,298,1,1068.0,18000
PHY338503,305,1,1068.0,20000
PHY338503,327,1,1068.0,4000
PHY338503,334,1,1068.0,3000
PHY338503,335,1,1068.0,39000
PHY338503,338,1,1068.0,0
PHY338503,343,1,1068.0,8000
PHY338503,386,1,1068.0,4000
PHY338503,406,1,1068.0,9000
PHY338503,454,1,1068.0,10000
PHY338503,477,1,1068.0,52000
PHY338503,482,1,1068.0,20000
PHY338503,513,1,1068.0,7000
PHY338503,554,1,1068.0,11000
PHY338503,559,1,1068.0,10000
PHY338503,575,1,1068.0,6000
PHY338503,685,1,1068.0,8000
PHY338503,694,1,1068.0,5000
PHY338503,737,1,1068.0,3000
PHY338503,826,1,1068.0,8000
PHY338503,865,1,1068.0,29000
PHY338503,867,1,1068.0,11000
PHY338503,887,1,1068.0,30000
PHY338503,923,1,1068.0,21000
PHY338503,945,1,1068.0,18000
PHY338503,999,1,1068.0,57000
PHY338508,200,1,1068.0,3000
PHY338509,437,1,1068.0,6000
PHY338513,584,1,1068.0,3000
PHY338514,291,1,1068.0,6000
PHY338520,868,1,1068.0,33000
PHY338521,883,1,1068.0,16000
PHY338524,179,1,1068.0,9000
PHY338524,293,1,1068.0,0
PHY338524,416,1,1068.0,9000
PHY338524,547,1,1068.0,15000
PHY338524,734,2,2136.0,84000
PHY338530,352,1,1068.0,2000
PHY338548,229,1,1068.0,9000
PHY338554,295,1,1068.0,10000
PHY338562,000,2,2136.0,0
PHY338562,012,2,2136.0,114000
PHY338562,024,1,1068.0,7000
PHY338562,029,1,1068.0,4000
PHY338562,034,2,2136.0,36000
PHY338562,040,1,1068.0,4000
PHY338562,056,2,2136.0,10000
PHY338562,061,2,2136.0,14000
PHY338562,062,2,2136.0,24000
PHY338562,070,1,1068.0,14000
PHY338562,082,2,2136.0,18000
PHY338562,090,1,1068.0,3000
PHY338562,094,2,2136.0,800
PHY338562,097,2,0.0,0
PHY338562,103,1,1068.0,6000
PHY338562,163,2,2136.0,12000
PHY338562,164,3,3204.0,36000
PHY338562,166,1,1068.0,0
PHY338562,167,1,1068.0,4000
PHY338562,175,1,1068.0,7000
PHY338562,177,1,1068.0,5000
PHY338562,180,3,3204.0,41000
PHY338562,183,1,1068.0,6000
PHY338562,184,2,2136.0,20000
PHY338562,185,2,2136.0,20000
PHY338562,186,1,1068.0,7000
PHY338562,192,2,2136.0,18000
PHY338562,193,1,1068.0,8000
PHY338562,201,1,1068.0,8000
PHY338562,202,1,1068.0,7000
PHY338562,207,1,1068.0,7000
PHY338562,208,2,2136.0,6000
PHY338562,216,4,4272.0,54000
PHY338562,217,2,2136.0,16000
PHY338562,218,2,2136.0,6000
PHY338562,220,5,5340.0,36000
PHY338562,223,2,2136.0,26000
PHY338562,225,2,2136.0,22000
PHY338562,226,3,3204.0,17000
PHY338562,227,3,3204.0,21000
PHY338562,228,2,2136.0,100000
PHY338562,229,2,2136.0,26000
PHY338562,230,1,1068.0,7000
PHY338562,234,1,1068.0,4000
PHY338562,238,1,1068.0,7000
PHY338562,239,2,0.0,4000
PHY338562,240,1,1068.0,6000
PHY338562,241,2,2136.0,40000
PHY338562,245,1,1068.0,6000
PHY338562,246,1,1068.0,2000
PHY338562,247,1,1068.0,7000
PHY338562,248,2,2136.0,14000
PHY338562,250,1,1068.0,5000
PHY338562,251,2,2136.0,16000
PHY338562,252,1,1068.0,3000
PHY338562,254,2,2136.0,8000
PHY338562,258,2,2136.0,16000
PHY338562,260,1,1068.0,6000
PHY338562,262,2,2136.0,20000
PHY338562,284,2,2136.0,76000
PHY338562,289,1,1068.0,4000
PHY338562,300,3,3204.0,25000
PHY338562,302,2,2136.0,12000
PHY338562,304,2,0.0,66000
PHY338562,316,4,4272.0,16000
PHY338562,327,2,2136.0,14000
PHY338562,339,1,1068.0,4000
PHY338562,342,2,2136.0,8000
PHY338562,355,4,4272.0,40000
PHY338562,358,2,2136.0,6000
PHY338562,369,2,2136.0,32000
PHY338562,370,2,2136.0,14000
PHY338562,377,2,2136.0,0
PHY338562,378,1,1068.0,3000
PHY338562,392,2,2136.0,38000
PHY338562,393,2,2136.0,18000
PHY338562,441,2,0.0,16000
PHY338562,453,2,2136.0,0
PHY338562,455,1,1068.0,5000
PHY338562,458,2,2136.0,26000
PHY338562,466,2,2136.0,38000
PHY338562,485,1,1068.0,3000
PHY338562,488,2,2136.0,22000
PHY338562,492,4,4272.0,26000
PHY338562,500,2,2136.0,8000
PHY338562,506,2,2136.0,48000
PHY338562,543,2,2136.0,26000
PHY338562,554,1,1068.0,7000
PHY338562,560,3,3204.0,36000
PHY338562,563,2,2136.0,34000
PHY338562,566,2,2136.0,28000
PHY338562,577,2,2136.0,58000
PHY338562,614,2,2136.0,12000
PHY338562,616,1,0.0,3000
PHY338562,617,1,1068.0,6000
PHY338562,618,1,1068.0,5000
PHY338562,622,4,2136.0,22000
PHY338562,652,4,4272.0,22000
PHY338562,653,3,3204.0,17000
PHY338562,656,2,0.0,18000
PHY338562,659,2,2136.0,8000
PHY338562,685,2,2136.0,36000
PHY338562,689,2,2136.0,36000
PHY338562,698,2,2136.0,58000
PHY338562,722,1,1068.0,5000
PHY338562,735,2,2136.0,10000
PHY338562,743,2,2136.0,12000
PHY338562,746,2,2136.0,16000
PHY338562,800,1,1068.0,4000
PHY338562,809,2,2136.0,8000
PHY338562,812,4,4272.0,26000
PHY338562,815,1,1068.0,2000
PHY338562,853,1,1068.0,12000
PHY338562,858,4,4272.0,52000
PHY338562,863,1,1068.0,8000
PHY338562,882,1,1068.0,2000
PHY338562,883,1,1068.0,15000
PHY338562,884,1,1068.0,4000
PHY338562,885,1,1068.0,6000
PHY338562,894,1,1068.0,2000
PHY338562,939,1,1068.0,9000
PHY338562,945,1,1068.0,10000
PHY338562,947,1,1068.0,24000
PHY338562,948,1,0.0,41000
PHY338562,981,2,2136.0,54000
PHY338562,986,2,2136.0,20000
PHY338562,OTH,1,1068.0,0
PHY338563,326,1,1068.0,10000
PHY338564,661,1,1068.0,9000
PHY338565,492,1,1068.0,12000
PHY338565,674,1,1068.0,6000
PHY338565,939,1,1068.0,17000
PHY338566,053,2,2136.0,6000
PHY338566,063,1,1068.0,0
PHY338566,086,1,1068.0,7000
PHY338566,165,1,1068.0,7000
PHY338566,168,1,1068.0,7000
PHY338566,177,1,1068.0,5000
PHY338566,178,2,2136.0,9000
PHY338566,179,1,1068.0,8000
PHY338566,193,2,2136.0,22000
PHY338566,194,2,2136.0,22000
PHY338566,202,1,1068.0,6000
PHY338566,228,2,2136.0,24000
PHY338566,281,2,2136.0,48000
PHY338566,283,1,1068.0,19000
PHY338566,311,1,1068.0,5000
PHY338566,341,1,1068.0,12000
PHY338566,347,3,3204.0,19000
PHY338566,353,1,1068.0,4000
PHY338566,415,1,1068.0,11000
PHY338566,436,2,2136.0,16000
PHY338566,439,4,4272.0,64000
PHY338566,454,2,2136.0,70000
PHY338566,483,2,2136.0,10000
PHY338566,484,2,2136.0,32000
PHY338566,538,2,2136.0,24000
PHY338566,543,2,2136.0,18000
PHY338566,548,2,2136.0,8000
PHY338566,559,1,1068.0,13000
PHY338566,584,1,1068.0,7000
PHY338566,615,1,1068.0,10000
PHY338566,666,1,1068.0,3000
PHY338566,867,2,2136.0,24000
PHY338566,883,1,1068.0,5000
PHY338566,894,1,1068.0,5000
PHY338566,941,2,2136.0,30000
PHY338566,982,1,1068.0,42000
PHY338579,207,1,1068.0,0
PHY338579,293,1,1068.0,31000
PHY338579,305,2,2136.0,64000
PHY338579,338,2,2136.0,20000
PHY338579,384,1,1068.0,20000
PHY338579,470,1,1068.0,17000
PHY338579,475,1,1068.0,13000
PHY338579,662,1,1068.0,5000
PHY338579,855,1,1068.0,46000
PHY338579,867,1,1068.0,12000
PHY338579,870,3,3204.0,78000
PHY338579,939,1,1068.0,30000
PHY338579,949,1,1068.0,11000
PHY338579,OTH,1,1068.0,0
PHY338585,233,1,1068.0,6000
PHY338585,654,1,1068.0,7000
PHY338588,254,1,1068.0,8000
PHY338588,414,1,1068.0,5000
PHY338588,945,1,1068.0,4000
PHY338594,187,1,1068.0,7000
PHY338594,204,1,1068.0,14000
PHY338594,238,1,1068.0,11000
PHY338594,337,1,1068.0,8000
PHY338594,487,1,1068.0,12000
PHY338594,511,1,1068.0,1000
PHY338612,708,1,0.0,9000
PHY338612,802,1,1068.0,7000
PHY338641,176,1,1068.0,5000
PHY338641,350,2,2136.0,8000
PHY338641,355,1,1068.0,200
PHY338641,478,1,1068.0,7000
PHY338641,479,1,1068.0,8000
PHY338648,542,1,1068.0,12000
PHY338649,683,1,1068.0,10000
PHY338652,180,1,1068.0,5000
PHY338652,193,1,1068.0,14000
PHY338652,217,1,1068.0,80
PHY338652,246,1,1068.0,4000
PHY338652,284,2,0.0,20000
PHY338652,288,1,1068.0,2000
PHY338652,290,1,1068.0,7000
PHY338652,298,1,1068.0,5000
PHY338652,424,1,1068.0,8000
PHY338652,474,2,2136.0,14000
PHY338652,508,1,1068.0,3000
PHY338652,509,1,1068.0,29000
PHY338652,538,2,2136.0,22000
PHY338652,555,2,2136.0,20000
PHY338652,614,1,1068.0,5000
PHY338652,675,1,1068.0,9000
PHY338652,868,1,1068.0,9000
PHY338657,193,1,1068.0,7000
PHY338657,557,1,1068.0,13000
PHY338657,940,1,1068.0,9000
PHY338673,219,1,1068.0,9000
PHY338677,414,1,1068.0,3000
PHY338684,884,1,1068.0,10000
PHY338685,187,1,1068.0,3000
PHY338685,232,1,1068.0,59000
PHY338685,687,1,1068.0,3000
PHY338707,626,1,1068.0,2000
PHY338711,534,1,1068.0,21000
PHY338715,225,1,1068.0,5000
PHY338715,615,1,1068.0,5000
PHY338715,941,1,1068.0,15000
PHY338734,297,1,1068.0,3000
PHY338740,071,1,0.0,5000
PHY338740,249,1,1068.0,2000
PHY338740,303,1,1068.0,11000
PHY338740,416,1,1068.0,300
PHY338744,684,1,1068.0,8000
PHY338748,199,1,0.0,7000
PHY338755,167,1,1068.0,57000
PHY338755,194,1,1068.0,8000
PHY338755,316,1,1068.0,19000
PHY338755,385,1,1068.0,6000
PHY338755,617,1,1068.0,4000
PHY338755,669,1,1068.0,8000
PHY338765,223,1,0.0,9000
PHY338765,231,1,1068.0,10000
PHY338766,201,1,1068.0,1000
PHY338798,165,1,1068.0,6000
PHY338804,458,1,1068.0,10000
PHY338804,726,1,1068.0,4000
PHY338804,809,1,1068.0,3000
PHY338807,600,1,1068.0,4000
PHY338812,223,1,1068.0,9000
PHY338823,164,1,1068.0,7000
PHY338829,288,1,1068.0,13000
PHY338833,000,1,1068.0,0
PHY338833,003,1,1068.0,43000
PHY338833,216,1,1068.0,12000
PHY338833,234,1,1068.0,4000
PHY338833,256,1,1068.0,12000
PHY338833,307,1,1068.0,7000
PHY338833,383,1,1068.0,12000
PHY338833,415,1,1068.0,6000
PHY338833,602,1,1068.0,12000
PHY338833,618,1,1068.0,5000
PHY338833,666,1,1068.0,9000
PHY338833,947,1,1068.0,21000
PHY338842,307,1,1068.0,15000
PHY338849,682,1,1068.0,500
PHY338861,064,1,1068.0,25000
PHY338874,340,1,1068.0,3000
PHY338883,252,1,1068.0,15000
PHY338886,335,1,1068.0,4000
PHY338895,191,1,1068.0,5000
PHY338899,564,1,1068.0,6000
PHY338914,671,1,1068.0,7000
PHY338922,102,1,1068.0,4000
PHY338922,244,1,1068.0,6000
PHY338922,292,2,2136.0,64000
PHY338922,665,1,1068.0,15000
PHY338922,688,1,1068.0,6000
PHY338922,908,1,1068.0,3000
PHY338935,229,1,1068.0,16000
PHY338939,175,1,1068.0,11000
PHY338939,202,1,1068.0,10000
PHY338939,377,1,1068.0,9000
PHY338939,395,1,1068.0,4000
PHY338939,409,1,1068.0,13000
PHY338939,472,1,1068.0,10000
PHY338939,585,1,1068.0,7000
PHY338939,658,1,1068.0,0
PHY338939,876,1,1068.0,2000
PHY338939,883,1,0.0,5000
PHY338939,941,1,1068.0,14000
PHY338939,946,1,1068.0,3000
PHY338939,963,1,1068.0,13000
PHY338942,262,1,1068.0,4000
PHY338942,385,1,1068.0,3000
PHY338942,543,1,1068.0,6000
PHY338960,377,1,1068.0,4000
PHY338980,433,1,1068.0,9000
PHY338980,803,1,1068.0,8000
PHY338980,870,1,1068.0,43000
PHY338995,313,1,1068.0,20000
PHY339009,264,1,1068.0,7000
PHY339029,949,1,1068.0,14000
PHY339033,222,1,1068.0,34000
PHY339033,261,1,1068.0,6000
PHY339033,423,1,1068.0,7000
PHY339033,581,1,1068.0,7000
PHY339058,356,1,1068.0,11000
PHY339058,723,1,1068.0,11000
PHY339058,887,1,1068.0,6000
PHY339062,000,1,1068.0,0
PHY339062,030,1,1068.0,9000
PHY339062,080,1,1068.0,19000
PHY339062,100,1,1068.0,6000
PHY339062,178,1,0.0,57000
PHY339062,186,1,1068.0,4000
PHY339062,219,2,2136.0,20000
PHY339062,226,1,1068.0,7000
PHY339062,257,1,1068.0,10000
PHY339062,281,1,1068.0,2000
PHY339062,283,1,1068.0,8000
PHY339062,286,1,1068.0,3000
PHY339062,307,1,1068.0,56000
PHY339062,327,1,1068.0,5000
PHY339062,336,2,2136.0,20000
PHY339062,344,1,1068.0,4000
PHY339062,348,1,1068.0,7000
PHY339062,443,1,1068.0,5000
PHY339062,466,1,1068.0,9000
PHY339062,468,1,1068.0,12000
PHY339062,533,1,1068.0,10000
PHY339062,546,1,1068.0,8000
PHY339062,603,1,1068.0,12000
PHY339062,669,1,1068.0,8000
PHY339062,686,1,1068.0,3000
PHY339062,739,1,1068.0,5000
PHY339062,808,1,1068.0,3000
PHY339062,809,1,1068.0,6000
PHY339062,869,1,1068.0,9000
PHY339062,870,1,1068.0,10000
PHY339062,884,1,1068.0,3000
PHY339062,885,1,1068.0,4000
PHY339062,983,1,1068.0,30000
PHY339065,606,1,1068.0,9000
PHY339072,134,1,1068.0,10000
PHY339072,542,1,1068.0,10000
PHY339080,940,1,1068.0,13000
PHY339086,203,1,1068.0,6000
PHY339090,089,1,1068.0,3000
PHY339090,811,1,1068.0,4000
PHY339090,897,1,1068.0,2000
PHY339092,287,2,2136.0,16000
PHY339093,446,1,1068.0,9000
PHY339105,260,1,1068.0,10000
PHY339111,327,2,2136.0,6000
PHY339111,940,2,2136.0,36000
PHY339120,196,1,1068.0,5000
PHY339121,352,1,1068.0,37000
PHY339121,435,1,1068.0,10000
PHY339151,096,1,1068.0,31000
PHY339153,543,1,1068.0,14000
PHY339164,077,1,1068.0,3000
PHY339165,168,1,1068.0,8000
PHY339165,197,1,1068.0,3000
PHY339165,205,1,1068.0,57000
PHY339165,872,1,1068.0,13000
PHY339166,000,1,1068.0,0
PHY339166,004,1,1068.0,14000
PHY339166,061,2,2136.0,12000
PHY339166,065,1,1068.0,7000
PHY339166,072,1,1068.0,0
PHY339166,080,1,1068.0,7000
PHY339166,081,1,1068.0,5000
PHY339166,088,1,1068.0,4000
PHY339166,091,1,1068.0,900
PHY339166,094,1,1068.0,3000
PHY339166,096,1,1068.0,32000
PHY339166,100,1,1068.0,15000
PHY339166,102,1,1068.0,10000
PHY339166,165,3,3204.0,25000
PHY339166,166,2,2136.0,16000
PHY339166,175,1,1068.0,7000
PHY339166,176,1,1068.0,6000
PHY339166,181,1,1068.0,7000
PHY339166,183,1,1068.0,12000
PHY339166,185,1,1068.0,5000
PHY339166,188,1,1068.0,4000
PHY339166,189,1,1068.0,7000
PHY339166,194,1,1068.0,5000
PHY339166,197,2,2136.0,19000
PHY339166,198,1,1068.0,3000
PHY339166,199,1,1068.0,3000
PHY339166,202,2,2136.0,3000
PHY339166,204,1,1068.0,5000
PHY339166,216,1,1068.0,9000
PHY339166,219,1,1068.0,2000
PHY339166,221,2,2136.0,6000
PHY339166,223,1,1068.0,7000
PHY339166,230,1,1068.0,10000
PHY339166,234,1,1068.0,5000
PHY339166,236,2,2136.0,16000
PHY339166,238,1,1068.0,57000
PHY339166,239,1,1068.0,8000
PHY339166,240,1,1068.0,9000
PHY339166,243,1,1068.0,5000
PHY339166,253,1,1068.0,6000
PHY339166,254,1,1068.0,11000
PHY339166,257,1,1068.0,4000
PHY339166,281,1,1068.0,10000
PHY339166,282,1,1068.0,39000
PHY339166,283,2,2136.0,6000
PHY339166,287,1,1068.0,6000
PHY339166,290,1,1068.0,3000
PHY339166,295,1,1068.0,10000
PHY339166,297,1,1068.0,9000
PHY339166,298,1,1068.0,14000
PHY339166,304,1,1068.0,19000
PHY339166,306,1,1068.0,12000
PHY339166,308,1,1068.0,9000
PHY339166,330,1,1068.0,15000
PHY339166,332,1,1068.0,9000
PHY339166,341,1,1068.0,3000
PHY339166,345,1,1068.0,19000
PHY339166,348,1,1068.0,3000
PHY339166,370,1,1068.0,6000
PHY339166,371,1,1068.0,0
PHY339166,373,1,1068.0,3000
PHY339166,375,1,1068.0,8000
PHY339166,377,2,2136.0,13000
PHY339166,381,1,1068.0,4000
PHY339166,391,1,1068.0,5000
PHY339166,417,1,1068.0,24000
PHY339166,421,1,1068.0,5000
PHY339166,422,1,1068.0,12000
PHY339166,436,1,1068.0,30000
PHY339166,459,1,0.0,20000
