Provider,DiagnosisGroupCode,Count,TotalDeductibleAmtPaid,TotalInscClaimAmtReimbursed
PRV51948,183,1,1068.0,4000
PRV51948,184,2,2136.0,11000
PRV51948,187,1,1068.0,3000
PRV51948,190,3,3204.0,61000
PRV51948,195,2,1068.0,59000
PRV51948,196,1,1068.0,10000
PRV51948,198,1,1068.0,7000
PRV51948,200,1,1068.0,7000
PRV51948,206,1,1068.0,3000
PRV51948,208,1,1068.0,4000
PRV51948,215,1,1068.0,4000
PRV51948,216,1,1068.0,11000
PRV51948,227,1,1068.0,7000
PRV51948,228,2,1068.0,12000
PRV51948,231,1,1068.0,7000
PRV51948,235,1,1068.0,14000
PRV51948,239,1,1068.0,8000
PRV51948,242,1,1068.0,4000
PRV51948,244,1,1068.0,9000
PRV51948,247,1,1068.0,18000
PRV51948,248,1,1068.0,7000
PRV51948,250,1,1068.0,2000
PRV51948,252,1,1068.0,13000
PRV51948,256,1,1068.0,14000
PRV51948,280,1,1068.0,2000
PRV51948,281,1,1068.0,29000
PRV51948,287,1,1068.0,52000
PRV51948,288,1,1068.0,2000
PRV51948,289,2,1068.0,19000
PRV51948,293,1,0.0,10000
PRV51948,297,1,1068.0,15000
PRV51948,298,1,1068.0,800
PRV51948,300,1,1068.0,3000
PRV51948,304,3,3204.0,27000
PRV51948,307,1,1068.0,3000
PRV51948,309,2,2136.0,26000
PRV51948,312,1,1068.0,6000
PRV51948,316,1,1068.0,20000
PRV51948,327,2,2136.0,9000
PRV51948,333,1,1068.0,3000
PRV51948,338,1,1068.0,3000
PRV51948,356,1,1068.0,10000
PRV51948,368,1,1068.0,14000
PRV51948,374,1,1068.0,22000
PRV51948,385,1,1068.0,6000
PRV51948,391,1,1068.0,4000
PRV51948,393,1,1068.0,4000
PRV51948,407,1,1068.0,10000
PRV51948,409,1,1068.0,9000
PRV51948,443,1,1068.0,11000
PRV51948,445,1,1068.0,3000
PRV51948,456,1,1068.0,9000
PRV51948,460,1,1068.0,12000
PRV51948,462,1,1068.0,5000
PRV51948,489,1,1068.0,11000
PRV51948,493,1,1068.0,12000
PRV51948,500,1,1068.0,10000
PRV51948,501,1,1068.0,20000
PRV51948,504,1,1068.0,37000
PRV51948,511,2,2136.0,10000
PRV51948,512,1,1068.0,24000
PRV51948,533,1,1068.0,7000
PRV51948,536,1,1068.0,6000
PRV51948,544,1,1068.0,5000
PRV51948,551,1,1068.0,8000
PRV51948,552,1,1068.0,4000
PRV51948,553,1,1068.0,69000
PRV51948,563,1,1068.0,7000
PRV51948,579,1,1068.0,4000
PRV51948,583,1,1068.0,6000
PRV51948,585,1,1068.0,7000
PRV51948,600,1,1068.0,6000
PRV51948,603,1,1068.0,4000
PRV51948,607,1,1068.0,4000
PRV51948,620,1,1068.0,5000
PRV51948,624,1,1068.0,3000
PRV51948,626,1,1068.0,3000
PRV51948,629,1,1068.0,3000
PRV51948,637,1,1068.0,61000
PRV51948,638,1,1068.0,3000
PRV51948,641,1,1068.0,4000
PRV51948,643,1,1068.0,3000
PRV51948,659,1,1068.0,8000
PRV51948,665,1,1068.0,8000
PRV51948,694,1,1068.0,5000
PRV51948,699,1,1068.0,6000
PRV51948,716,1,1068.0,3000
PRV51948,802,1,1068.0,4000
PRV51948,815,1,1068.0,11000
PRV51948,816,1,1068.0,4000
PRV51948,845,1,1068.0,16000
PRV51948,854,1,1068.0,5000
PRV51948,856,1,1068.0,10000
PRV51948,857,1,1068.0,3000
PRV51948,858,2,2136.0,30000
PRV51948,863,1,1068.0,9000
PRV51948,866,1,1068.0,10000
PRV51948,867,1,1068.0,5000
PRV51948,869,1,1068.0,32000
PRV51948,876,1,1068.0,1000
PRV51948,884,2,2136.0,9000
PRV51948,885,1,1068.0,12000
PRV51948,887,2,2136.0,19000
PRV51948,894,1,1068.0,7000
PRV51948,923,1,1068.0,3000
PRV51948,940,1,1068.0,6000
PRV51948,948,2,2136.0,6000
PRV51948,949,1,1068.0,15000
PRV51948,951,1,1068.0,19000
PRV51948,988,1,1068.0,34000
PRV51949,025,1,1068.0,5000
PRV51949,139,1,1068.0,8000
PRV51949,176,1,1068.0,4000
PRV51949,192,1,1068.0,13000
PRV51949,222,1,1068.0,16000
PRV51949,236,1,1068.0,5000
PRV51949,302,1,1068.0,5000
PRV51949,304,1,1068.0,15000
PRV51949,336,1,1068.0,5000
PRV51949,340,1,1068.0,3000
PRV51949,355,1,1068.0,9000
PRV51949,379,1,1068.0,103000
PRV51949,382,1,1068.0,7000
PRV51949,462,1,1068.0,12000
PRV51949,538,1,1068.0,11000
PRV51949,639,1,1068.0,8000
PRV51949,694,1,1068.0,9000
PRV51949,880,1,1068.0,5000
PRV51949,897,1,1068.0,3000
PRV51950,072,1,1068.0,0
PRV51950,090,1,0.0,19000
PRV51950,615,1,1068.0,4000
PRV51951,024,1,1068.0,7000
PRV51951,094,1,1068.0,0
PRV51951,101,1,1068.0,16000
PRV51951,184,1,1068.0,8000
PRV51951,185,2,2136.0,21000
PRV51951,186,1,1068.0,7000
PRV51951,190,1,1068.0,6000
PRV51951,200,1,1068.0,7000
PRV51951,203,1,1068.0,2000
PRV51951,204,1,1068.0,5000
PRV51951,219,1,1068.0,2000
PRV51951,226,1,1068.0,3000
PRV51951,239,1,1068.0,0
PRV51951,245,1,1068.0,26000
PRV51951,249,1,1068.0,34000
PRV51951,250,1,1068.0,4000
PRV51951,255,1,1068.0,9000
PRV51951,290,1,1068.0,24000
PRV51951,296,1,1068.0,9000
PRV51951,301,1,1068.0,12000
PRV51951,304,1,1068.0,4000
PRV51951,305,1,1068.0,3000
PRV51951,336,2,2136.0,9000
PRV51951,337,1,1068.0,7000
PRV51951,375,1,1068.0,45000
PRV51951,383,1,1068.0,12000
PRV51951,385,1,1068.0,5000
PRV51951,394,1,1068.0,9000
PRV51951,453,1,1068.0,5000
PRV51951,470,1,1068.0,6000
PRV51951,534,1,1068.0,10000
PRV51951,540,1,1068.0,4000
PRV51951,544,1,1068.0,39000
PRV51951,619,1,1068.0,23000
PRV51951,637,2,2136.0,18000
PRV51951,667,1,1068.0,6000
PRV51951,674,1,1068.0,5000
PRV51951,686,2,2136.0,14000
PRV51951,690,1,1068.0,3000
PRV51951,699,1,1068.0,10000
PRV51951,749,1,1068.0,4000
PRV51951,839,1,1068.0,8000
PRV51951,885,1,1068.0,4000
PRV51951,939,1,1068.0,3000
PRV51954,097,1,1068.0,16000
PRV51954,159,1,1068.0,5000
PRV51954,164,1,1068.0,9000
PRV51954,199,1,1068.0,26000
PRV51954,218,1,1068.0,11000
PRV51954,220,1,1068.0,19000
PRV51954,232,1,1068.0,3000
PRV51954,285,1,1068.0,5000
PRV51954,302,1,0.0,6000
PRV51954,308,1,1068.0,17000
PRV51954,313,1,1068.0,57000
PRV51954,378,1,1068.0,3000
PRV51954,380,1,1068.0,5000
PRV51954,436,1,1068.0,11000
PRV51954,515,1,1068.0,20000
PRV51954,546,1,1068.0,12000
PRV51954,564,1,1068.0,6000
PRV51954,565,1,1068.0,9000
PRV51954,654,1,1068.0,6000
PRV51954,745,1,1068.0,8000
PRV51954,799,1,1068.0,0
PRV51954,915,1,1068.0,5000
PRV51954,948,1,1068.0,13000
PRV51956,300,1,1068.0,7000
PRV51956,493,1,1068.0,11000
PRV51957,054,1,1068.0,6000
PRV51957,165,1,1068.0,12000
PRV51957,168,1,1068.0,8000
PRV51957,191,1,1068.0,5000
PRV51957,223,1,1068.0,5000
PRV51957,225,1,1068.0,7000
PRV51957,226,1,1068.0,13000
PRV51957,230,1,1068.0,18000
PRV51957,256,1,1068.0,4000
PRV51957,284,1,1068.0,19000
PRV51957,335,1,1068.0,11000
PRV51957,391,1,1068.0,13000
PRV51957,413,1,0.0,7000
PRV51957,466,1,1068.0,12000
PRV51957,480,1,1068.0,4000
PRV51957,487,1,1068.0,0
PRV51957,614,1,1068.0,3000
PRV51957,643,1,1068.0,3000
PRV51957,671,1,1068.0,5000
PRV51957,854,1,1068.0,15000
PRV51957,867,1,1068.0,4000
PRV51957,871,1,1068.0,18000
PRV51957,897,2,2136.0,7000
PRV51958,257,1,1068.0,3000
PRV51960,166,1,1068.0,5000
PRV51960,187,1,1068.0,8000
PRV51960,194,1,1068.0,0
PRV51960,230,1,1068.0,8000
PRV51960,238,1,1068.0,16000
PRV51960,250,1,1068.0,9000
PRV51960,255,1,1068.0,6000
PRV51960,260,1,1068.0,31000
PRV51960,376,2,2136.0,65000
PRV51960,391,1,1068.0,10000
PRV51960,440,1,1068.0,9000
PRV51960,514,1,1068.0,11000
PRV51960,554,1,1068.0,19000
PRV51960,614,1,1068.0,11000
PRV51960,652,2,2136.0,23000
PRV51960,694,1,1068.0,3000
PRV51960,729,1,1068.0,7000
PRV51960,755,1,1068.0,5000
PRV51960,813,1,1068.0,17000
PRV51976,189,1,1068.0,19000
PRV51976,283,1,1068.0,2000
PRV51976,334,1,1068.0,6000
PRV51976,339,1,1068.0,14000
PRV51976,489,1,1068.0,6000
PRV51976,657,1,1068.0,7000
PRV51976,871,1,1068.0,7000
PRV51977,314,1,1068.0,8000
PRV51978,375,1,1068.0,3000
PRV51978,380,1,1068.0,5000
PRV51978,799,1,1068.0,11000
PRV51978,871,1,1068.0,12000
PRV51979,079,1,1068.0,13000
PRV51979,190,1,1068.0,6000
PRV51979,192,1,1068.0,6000
PRV51979,202,1,1068.0,6000
PRV51979,207,1,1068.0,6000
PRV51979,310,1,1068.0,11000
PRV51979,328,1,1068.0,7000
PRV51979,545,1,1068.0,0
PRV51979,596,1,1068.0,14000
PRV51979,667,1,1068.0,6000
PRV51979,867,1,1068.0,18000
PRV51979,871,1,1068.0,21000
PRV51979,951,1,1068.0,22000
PRV51981,234,1,1068.0,3000
PRV51981,260,1,1068.0,4000
PRV51981,580,1,1068.0,6000
PRV51981,617,1,1068.0,4000
PRV51981,883,1,1068.0,1000
PRV52002,103,1,1068.0,3000
PRV52002,133,1,1068.0,8000
PRV52002,175,1,1068.0,18000
PRV52002,192,1,1068.0,9000
PRV52002,253,1,1068.0,4000
PRV52002,294,1,1068.0,2000
PRV52002,356,1,1068.0,5000
PRV52002,377,1,1068.0,9000
PRV52002,466,1,1068.0,19000
PRV52002,475,1,1068.0,8000
PRV52002,514,1,1068.0,15000
PRV52002,533,1,1068.0,4000
PRV52002,535,1,1068.0,5000
PRV52002,540,1,1068.0,7000
PRV52002,555,1,1068.0,9000
PRV52002,669,1,0.0,12000
PRV52002,670,1,1068.0,5000
PRV52002,673,1,1068.0,13000
PRV52002,675,1,1068.0,9000
PRV52002,687,1,1068.0,52000
PRV52002,747,1,1068.0,7000
PRV52002,856,2,2136.0,65000
PRV52002,939,1,1068.0,11000
PRV52003,053,1,1068.0,3000
PRV52003,060,1,1068.0,7000
PRV52003,061,1,1068.0,4000
PRV52003,063,1,1068.0,0
PRV52003,086,1,1068.0,7000
PRV52003,165,1,1068.0,7000
PRV52003,168,1,1068.0,7000
PRV52003,175,1,1068.0,7000
PRV52003,177,1,1068.0,5000
PRV52003,178,2,2136.0,9000
PRV52003,179,1,1068.0,8000
PRV52003,191,1,1068.0,0
PRV52003,192,1,1068.0,4000
PRV52003,193,1,1068.0,11000
PRV52003,194,1,1068.0,11000
PRV52003,200,1,1068.0,7000
PRV52003,202,1,1068.0,6000
PRV52003,203,1,1068.0,19000
PRV52003,205,1,1068.0,38000
PRV52003,207,1,1068.0,7000
PRV52003,220,1,1068.0,2000
PRV52003,228,1,1068.0,12000
PRV52003,234,1,1068.0,5000
PRV52003,245,1,1068.0,9000
PRV52003,247,1,1068.0,57000
PRV52003,251,1,1068.0,8000
PRV52003,258,1,1068.0,8000
PRV52003,259,1,1068.0,3000
PRV52003,281,1,1068.0,24000
PRV52003,283,3,3204.0,37000
PRV52003,284,1,1068.0,9000
PRV52003,288,1,1068.0,3000
PRV52003,302,1,1068.0,11000
PRV52003,309,1,1068.0,5000
PRV52003,311,1,1068.0,5000
PRV52003,316,1,1068.0,16000
PRV52003,331,1,1068.0,23000
PRV52003,341,1,1068.0,12000
PRV52003,347,2,2136.0,11000
PRV52003,350,1,1068.0,2000
PRV52003,353,2,2136.0,9000
PRV52003,380,1,1068.0,9000
PRV52003,415,1,1068.0,11000
PRV52003,436,1,1068.0,8000
PRV52003,437,1,1068.0,4000
PRV52003,439,2,2136.0,32000
PRV52003,454,1,1068.0,35000
PRV52003,481,1,1068.0,10000
PRV52003,483,1,1068.0,5000
PRV52003,484,1,1068.0,16000
PRV52003,486,1,1068.0,19000
PRV52003,538,1,1068.0,12000
PRV52003,543,1,1068.0,9000
PRV52003,548,1,1068.0,4000
PRV52003,559,1,1068.0,13000
PRV52003,584,1,1068.0,7000
PRV52003,615,1,1068.0,10000
PRV52003,641,1,1068.0,3000
PRV52003,652,1,1068.0,4000
PRV52003,661,1,1068.0,5000
PRV52003,666,1,1068.0,3000
PRV52003,673,1,1068.0,5000
PRV52003,689,1,1068.0,23000
PRV52003,707,1,1068.0,6000
PRV52003,867,1,1068.0,12000
PRV52003,881,1,1068.0,3000
PRV52003,883,1,1068.0,5000
PRV52003,886,1,1068.0,5000
PRV52003,894,1,1068.0,5000
PRV52003,941,1,1068.0,15000
PRV52003,982,1,1068.0,42000
PRV52012,395,1,1068.0,8000
PRV52017,167,1,1068.0,9000
PRV52017,198,1,1068.0,8000
PRV52017,204,1,1068.0,8000
PRV52017,205,1,1068.0,10000
PRV52017,208,1,0.0,3000
PRV52017,249,1,1068.0,13000
PRV52017,251,1,1068.0,10000
PRV52017,280,1,1068.0,9000
PRV52017,287,1,1068.0,3000
PRV52017,306,1,1068.0,7000
PRV52017,372,1,1068.0,10000
PRV52017,376,1,1068.0,4000
PRV52017,434,1,1068.0,0
PRV52017,466,1,1068.0,6000
PRV52017,469,1,0.0,10000
PRV52017,500,1,1068.0,19000
PRV52017,553,1,1068.0,9000
PRV52017,640,1,1068.0,8000
PRV52017,671,1,1068.0,27000
PRV52017,854,1,1068.0,2000
PRV52017,856,1,1068.0,15000
PRV52017,885,1,1068.0,13000
PRV52017,948,1,1068.0,32000
PRV52019,021,1,1068.0,6000
PRV52019,025,2,2136.0,19000
PRV52019,028,1,1068.0,25000
PRV52019,029,1,1068.0,4000
PRV52019,030,1,1068.0,13000
PRV52019,032,1,1068.0,8000
PRV52019,033,1,1068.0,4000
PRV52019,038,1,1068.0,3000
PRV52019,039,3,1068.0,38000
PRV52019,056,1,1068.0,6000
PRV52019,062,1,1068.0,12000
PRV52019,069,2,2136.0,11000
PRV52019,070,1,1068.0,6000
PRV52019,071,1,1068.0,5000
PRV52019,072,2,2136.0,15000
PRV52019,077,1,1068.0,4000
PRV52019,079,2,2136.0,20000
PRV52019,082,2,2136.0,18000
PRV52019,083,1,1068.0,3000
PRV52019,085,1,1068.0,12000
PRV52019,089,2,2136.0,63000
PRV52019,093,1,1068.0,7000
PRV52019,097,1,1068.0,2000
PRV52019,098,1,1068.0,6000
PRV52019,099,1,1068.0,2000
PRV52019,100,1,1068.0,5000
PRV52019,101,1,1068.0,37000
PRV52019,124,1,1068.0,3000
PRV52019,152,1,1068.0,3000
PRV52019,163,2,2136.0,9000
PRV52019,164,1,1068.0,4000
PRV52019,165,2,2136.0,9000
PRV52019,166,2,2136.0,64000
PRV52019,167,1,1068.0,6000
PRV52019,168,3,3204.0,18000
PRV52019,175,2,1068.0,8000
PRV52019,177,3,3204.0,38000
PRV52019,178,1,1068.0,42000
PRV52019,179,2,2136.0,19000
PRV52019,180,1,1068.0,7000
PRV52019,181,5,5340.0,74000
PRV52019,182,1,1068.0,5000
PRV52019,183,2,2136.0,20000
PRV52019,184,1,1068.0,26000
PRV52019,185,4,4272.0,39000
PRV52019,186,4,4272.0,36000
PRV52019,188,1,1068.0,41000
PRV52019,189,3,3204.0,105000
PRV52019,191,1,1068.0,8000
PRV52019,192,4,4272.0,30000
PRV52019,193,3,3204.0,129000
PRV52019,194,2,2136.0,14000
PRV52019,196,3,3204.0,31000
PRV52019,197,2,2136.0,15000
PRV52019,198,2,2136.0,12000
PRV52019,200,4,4272.0,24000
PRV52019,201,1,1068.0,0
PRV52019,202,1,1068.0,13000
PRV52019,203,1,1068.0,5000
PRV52019,205,5,5340.0,53000
PRV52019,206,1,1068.0,3000
PRV52019,208,1,1068.0,6000
PRV52019,215,2,2136.0,42000
PRV52019,217,2,2136.0,22000
PRV52019,218,1,1068.0,5000
PRV52019,220,1,1068.0,3000
PRV52019,221,3,3204.0,65000
PRV52019,224,3,3204.0,18000
PRV52019,225,2,2136.0,62000
PRV52019,226,2,2136.0,11000
PRV52019,227,1,1068.0,2000
PRV52019,229,1,1068.0,25000
PRV52019,230,3,3204.0,21000
PRV52019,231,2,2136.0,5000
PRV52019,232,2,2136.0,4070
PRV52019,234,2,2136.0,57000
PRV52019,235,1,1068.0,8000
PRV52019,237,3,3204.0,12000
PRV52019,239,3,3204.0,24000
PRV52019,240,1,1068.0,16000
PRV52019,241,2,2136.0,10000
PRV52019,242,3,3204.0,23000
PRV52019,243,2,2136.0,27000
PRV52019,244,1,1068.0,8000
PRV52019,245,2,2136.0,31000
PRV52019,246,2,2136.0,7400
PRV52019,247,1,1068.0,16000
PRV52019,248,2,2136.0,18000
PRV52019,249,1,1068.0,2000
PRV52019,250,2,2136.0,11000
PRV52019,251,1,1068.0,6000
PRV52019,252,2,2136.0,25000
PRV52019,253,1,1068.0,10000
PRV52019,254,1,1068.0,0
PRV52019,255,2,2136.0,9000
PRV52019,256,2,2136.0,13000
PRV52019,257,4,4272.0,45000
PRV52019,258,1,1068.0,15000
PRV52019,261,2,2136.0,13000
PRV52019,262,3,3204.0,22000
PRV52019,263,1,1068.0,2000
PRV52019,264,1,1068.0,10000
PRV52019,282,1,1068.0,29000
PRV52019,283,1,1068.0,7000
PRV52019,285,1,1068.0,11000
PRV52019,286,1,1068.0,14000
PRV52019,287,2,2136.0,10000
PRV52019,288,2,2136.0,29000
PRV52019,290,1,1068.0,5000
PRV52019,291,2,2136.0,14000
PRV52019,292,1,1068.0,17000
PRV52019,293,2,1068.0,27000
PRV52019,294,3,3204.0,11000
PRV52019,295,2,2136.0,29000
PRV52019,296,2,2136.0,15000
PRV52019,297,3,3204.0,23000
PRV52019,299,3,3204.0,45000
PRV52019,300,1,1068.0,15000
PRV52019,301,1,1068.0,3000
PRV52019,303,2,2136.0,13000
PRV52019,304,1,1068.0,3000
PRV52019,305,3,3204.0,76000
PRV52019,306,1,1068.0,3000
PRV52019,307,1,1068.0,3000
PRV52019,308,1,1068.0,5000
PRV52019,309,2,2136.0,16000
PRV52019,310,1,1068.0,8000
PRV52019,312,1,1068.0,16000
PRV52019,313,2,2136.0,11000
PRV52019,316,4,4272.0,67000
PRV52019,329,1,1068.0,6000
PRV52019,330,1,1068.0,3000
PRV52019,331,2,2136.0,13000
PRV52019,333,1,1068.0,18000
PRV52019,334,2,2136.0,45000
PRV52019,335,1,1068.0,4000
PRV52019,336,2,2136.0,13000
PRV52019,337,1,1068.0,6000
PRV52019,339,1,0.0,21000
PRV52019,341,1,1068.0,3000
PRV52019,343,1,1068.0,22000
PRV52019,344,3,3204.0,27000
PRV52019,346,1,1068.0,6000
PRV52019,347,1,1068.0,5000
PRV52019,348,1,1068.0,6000
PRV52019,349,1,1068.0,4000
PRV52019,350,2,2136.0,6000
PRV52019,351,2,2136.0,47000
PRV52019,355,2,2136.0,7000
PRV52019,356,1,1068.0,7000
PRV52019,357,1,1068.0,38000
PRV52019,358,1,1068.0,9000
PRV52019,368,1,1068.0,5000
PRV52019,370,2,2136.0,16000
PRV52019,373,2,2136.0,13000
PRV52019,374,1,1068.0,37000
PRV52019,375,1,1068.0,3000
PRV52019,376,2,1068.0,26000
PRV52019,377,1,1068.0,7000
PRV52019,378,1,1068.0,10000
PRV52019,380,1,1068.0,5000
PRV52019,381,1,1068.0,8000
PRV52019,382,2,2136.0,6000
PRV52019,383,1,1068.0,9000
PRV52019,385,1,0.0,92000
PRV52019,389,1,1068.0,0
PRV52019,390,1,1068.0,5000
PRV52019,394,1,1068.0,9000
PRV52019,395,1,1068.0,5000
PRV52019,406,3,3204.0,16000
PRV52019,407,1,1068.0,9000
PRV52019,412,1,1068.0,14000
PRV52019,417,1,1068.0,5000
PRV52019,435,1,1068.0,9000
PRV52019,438,1,1068.0,3000
PRV52019,440,2,2136.0,11000
PRV52019,441,1,1068.0,6000
PRV52019,453,2,2136.0,11000
PRV52019,455,1,1068.0,11000
PRV52019,456,1,1068.0,42000
PRV52019,457,1,1068.0,18000
PRV52019,458,2,2136.0,34000
PRV52019,461,1,1068.0,4000
PRV52019,465,1,1068.0,11000
PRV52019,466,1,1068.0,10000
PRV52019,468,2,2136.0,22000
PRV52019,469,1,1068.0,10000
PRV52019,473,1,1068.0,7000
PRV52019,476,1,1068.0,8000
PRV52019,478,2,2136.0,18000
PRV52019,479,1,1068.0,5000
PRV52019,480,1,1068.0,3000
PRV52019,482,1,1068.0,3000
PRV52019,484,4,4272.0,35000
PRV52019,485,1,1068.0,15000
PRV52019,486,3,3204.0,46000
PRV52019,487,2,2136.0,15000
PRV52019,489,1,1068.0,4000
PRV52019,491,1,1068.0,5000
PRV52019,495,2,2136.0,20000
PRV52019,496,1,1068.0,6000
PRV52019,497,1,1068.0,4000
PRV52019,499,2,2136.0,33000
PRV52019,502,1,1068.0,6000
PRV52019,503,1,1068.0,13000
PRV52019,504,1,1068.0,21000
PRV52019,506,2,2136.0,24000
PRV52019,510,1,1068.0,12000
PRV52019,515,1,1068.0,57000
PRV52019,534,1,1068.0,22000
PRV52019,535,1,1068.0,7000
PRV52019,537,1,1068.0,14000
PRV52019,538,1,1068.0,27000
PRV52019,539,1,1068.0,11000
PRV52019,540,1,1068.0,10000
PRV52019,543,1,1068.0,9000
PRV52019,545,1,1068.0,13000
PRV52019,546,2,2136.0,16000
PRV52019,548,1,1068.0,12000
PRV52019,549,1,1068.0,10000
PRV52019,554,1,1068.0,37000
PRV52019,557,1,1068.0,13000
PRV52019,559,1,1068.0,11000
PRV52019,562,1,1068.0,0
PRV52019,573,1,1068.0,4000
PRV52019,578,1,1068.0,5000
PRV52019,581,1,1068.0,4000
PRV52019,584,1,0.0,7000
PRV52019,585,2,2136.0,4000
PRV52019,594,2,2136.0,48000
PRV52019,596,1,1068.0,4000
PRV52019,600,1,1068.0,7000
PRV52019,602,1,1068.0,6000
PRV52019,603,1,1068.0,24000
PRV52019,606,1,1068.0,4000
PRV52019,607,1,1068.0,7000
PRV52019,616,1,1068.0,4000
PRV52019,618,1,1068.0,5000
PRV52019,622,1,1068.0,8000
PRV52019,624,1,1068.0,3000
PRV52019,625,1,1068.0,8000
PRV52019,626,1,1068.0,12000
PRV52019,627,5,5340.0,25000
PRV52019,628,1,1068.0,5000
PRV52019,629,1,1068.0,5000
PRV52019,637,1,1068.0,7000
PRV52019,641,4,4272.0,23000
PRV52019,642,1,1068.0,3000
PRV52019,643,1,1068.0,9000
PRV52019,644,1,1068.0,3000
PRV52019,652,1,1068.0,38000
PRV52019,653,2,2136.0,11000
PRV52019,654,1,1068.0,5000
PRV52019,655,2,2136.0,26000
PRV52019,659,1,1068.0,0
PRV52019,662,1,1068.0,5000
PRV52019,663,1,1068.0,4000
PRV52019,667,1,1068.0,31000
PRV52019,668,1,1068.0,5000
PRV52019,669,1,1068.0,8000
PRV52019,672,1,1068.0,8000
PRV52019,674,1,1068.0,7000
PRV52019,675,1,1068.0,9000
PRV52019,682,1,1068.0,8000
PRV52019,684,1,1068.0,8000
PRV52019,687,1,1068.0,8000
PRV52019,690,1,1068.0,9000
PRV52019,691,1,1068.0,20000
PRV52019,694,4,4272.0,23000
PRV52019,696,1,1068.0,3000
PRV52019,697,1,1068.0,12000
PRV52019,710,1,1068.0,0
PRV52019,711,1,0.0,400
PRV52019,714,1,1068.0,5000
PRV52019,726,1,1068.0,7000
PRV52019,730,1,1068.0,4000
PRV52019,745,1,1068.0,7000
PRV52019,799,1,1068.0,6000
PRV52019,801,2,2136.0,8000
PRV52019,803,1,0.0,4000
PRV52019,813,1,1068.0,4000
PRV52019,820,1,1068.0,16000
PRV52019,821,1,0.0,14000
PRV52019,825,1,0.0,0
PRV52019,834,1,1068.0,16000
PRV52019,846,1,0.0,11000
PRV52019,853,2,2136.0,57000
PRV52019,855,2,2136.0,22000
PRV52019,862,2,2136.0,20000
PRV52019,863,1,1068.0,45000
PRV52019,864,2,2136.0,13000
PRV52019,866,1,1068.0,35000
PRV52019,867,2,2136.0,24000
PRV52019,868,1,1068.0,13000
PRV52019,869,4,4272.0,49000
PRV52019,870,1,1068.0,9000
PRV52019,871,2,2136.0,23000
PRV52019,872,2,2136.0,48000
PRV52019,876,2,1068.0,21000
PRV52019,881,2,2136.0,12000
PRV52019,882,4,4272.0,38000
PRV52019,883,4,4272.0,21000
PRV52019,884,4,4272.0,15000
PRV52019,886,4,4272.0,51000
PRV52019,887,3,3204.0,14000
PRV52019,894,1,1068.0,2000
PRV52019,895,2,2136.0,15000
PRV52019,896,1,1068.0,3000
PRV52019,901,1,1068.0,16000
PRV52019,904,1,1068.0,3000
PRV52019,914,1,1068.0,6000
PRV52019,915,1,1068.0,15000
PRV52019,917,1,1068.0,0
PRV52019,920,1,1068.0,8000
PRV52019,923,1,1068.0,4000
PRV52019,939,3,3204.0,40000
PRV52019,940,2,2136.0,26000
PRV52019,941,2,2136.0,75000
PRV52019,945,2,2136.0,16000
PRV52019,946,1,1068.0,3000
PRV52019,947,2,2136.0,42000
PRV52019,948,4,4272.0,55000
PRV52019,949,4,4272.0,55000
PRV52019,950,2,2136.0,43000
PRV52019,951,1,1068.0,42000
PRV52019,982,1,1068.0,27000
PRV52019,984,1,1068.0,9000
PRV52019,986,1,1068.0,19000
PRV52019,988,1,1068.0,19000
PRV52019,OTH,2,2136.0,0
PRV52020,000,2,2136.0,0
PRV52020,024,2,2136.0,8000
PRV52020,055,2,2136.0,41000
PRV52020,057,1,1068.0,5000
PRV52020,066,1,1068.0,3000
PRV52020,088,1,1068.0,6000
PRV52020,153,1,1068.0,2000
PRV52020,167,2,2136.0,9000
PRV52020,176,1,1068.0,20000
PRV52020,177,1,1068.0,6000
PRV52020,184,1,1068.0,6000
PRV52020,186,1,1068.0,0
PRV52020,191,1,1068.0,9000
PRV52020,196,1,1068.0,21000
PRV52020,203,2,1068.0,7000
PRV52020,216,1,1068.0,12000
PRV52020,217,1,1068.0,7000
PRV52020,218,1,1068.0,35000
PRV52020,223,1,1068.0,2000
PRV52020,224,1,1068.0,13000
PRV52020,226,1,1068.0,11000
PRV52020,232,1,1068.0,2000
PRV52020,238,1,1068.0,3000
PRV52020,239,2,2136.0,9000
PRV52020,243,1,1068.0,7000
PRV52020,246,1,1068.0,7000
PRV52020,247,1,1068.0,11000
PRV52020,251,1,1068.0,8000
PRV52020,253,1,1068.0,9000
PRV52020,255,1,1068.0,33000
PRV52020,257,1,1068.0,3000
PRV52020,258,1,1068.0,13000
PRV52020,259,1,1068.0,11000
PRV52020,261,1,1068.0,12000
PRV52020,280,1,1068.0,29000
PRV52020,285,1,1068.0,2000
PRV52020,288,1,1068.0,21000
PRV52020,304,1,1068.0,6000
PRV52020,308,1,1068.0,12000
PRV52020,337,1,1068.0,5000
PRV52020,339,1,1068.0,6000
PRV52020,341,1,1068.0,31000
PRV52020,347,1,1068.0,10000
PRV52020,358,1,1068.0,4000
PRV52020,375,1,1068.0,5000
PRV52020,376,2,2136.0,23000
PRV52020,379,1,1068.0,6000
PRV52020,380,1,1068.0,4000
PRV52020,409,1,1068.0,3000
PRV52020,410,1,1068.0,8000
PRV52020,416,1,1068.0,3000
PRV52020,425,1,1068.0,12000
PRV52020,444,1,1068.0,57000
PRV52020,445,1,1068.0,10000
