Provider,ClmProcedureCode,Count,TotalDeductibleAmtPaid,TotalInscClaimAmtReimbursed
PRV52017,9229.0,1,1068.0,10000
PRV52017,9390.0,1,1068.0,15000
PRV52019,13.0,1,1068.0,8000
PRV52019,22.0,1,0.0,27000
PRV52019,42.0,1,1068.0,18000
PRV52019,51.0,1,1068.0,34000
PRV52019,61.0,1,1068.0,12000
PRV52019,64.0,1,1068.0,5000
PRV52019,66.0,11,11748.0,144000
PRV52019,81.0,1,1068.0,15000
PRV52019,125.0,1,1068.0,57000
PRV52019,131.0,1,1068.0,37000
PRV52019,293.0,1,1068.0,12000
PRV52019,311.0,4,4272.0,54000
PRV52019,387.0,2,2136.0,38000
PRV52019,412.0,3,3204.0,25000
PRV52019,496.0,1,1068.0,37000
PRV52019,527.0,1,1068.0,16000
PRV52019,544.0,1,1068.0,40000
PRV52019,586.0,2,2136.0,9000
PRV52019,966.0,2,2136.0,37000
PRV52019,1122.0,1,1068.0,8000
PRV52019,1749.0,1,1068.0,8000
PRV52019,2189.0,1,1068.0,8000
PRV52019,2724.0,15,16020.0,199000
PRV52019,2749.0,2,2136.0,17000
PRV52019,2762.0,2,2136.0,95000
PRV52019,3241.0,1,1068.0,29000
PRV52019,3249.0,2,2136.0,68000
PRV52019,3323.0,2,2136.0,11000
PRV52019,3324.0,3,3204.0,19000
PRV52019,3404.0,1,1068.0,7000
PRV52019,3459.0,1,1068.0,89000
PRV52019,3491.0,2,1068.0,19000
PRV52019,3524.0,1,1068.0,57000
PRV52019,3612.0,1,1068.0,51000
PRV52019,3613.0,1,1068.0,22000
PRV52019,3614.0,1,1068.0,23000
PRV52019,3631.0,1,1068.0,29000
PRV52019,3722.0,11,11748.0,101000
PRV52019,3723.0,3,3204.0,21000
PRV52019,3771.0,1,1068.0,27000
PRV52019,3772.0,1,1068.0,12000
PRV52019,3775.0,1,1068.0,8000
PRV52019,3779.0,1,1068.0,25000
PRV52019,3783.0,2,2136.0,39000
PRV52019,3794.0,2,2136.0,101000
PRV52019,3812.0,5,5340.0,30000
PRV52019,3818.0,1,1068.0,16000
PRV52019,3843.0,1,1068.0,16000
PRV52019,3891.0,1,1068.0,5000
PRV52019,3893.0,14,14952.0,122000
PRV52019,3895.0,1,1068.0,12000
PRV52019,3929.0,5,5340.0,78000
PRV52019,3950.0,1,1068.0,21000
PRV52019,3995.0,10,10680.0,109000
PRV52019,4011.0,1,1068.0,9000
PRV52019,4019.0,26,27768.0,334000
PRV52019,4104.0,1,1068.0,5000
PRV52019,4131.0,3,3204.0,33000
PRV52019,4139.0,1,1068.0,23000
PRV52019,4241.0,1,1068.0,5000
PRV52019,4263.0,2,2136.0,78000
PRV52019,4292.0,1,1068.0,0
PRV52019,4311.0,1,1068.0,6000
PRV52019,4414.0,1,1068.0,29000
PRV52019,4439.0,2,2136.0,16000
PRV52019,4443.0,1,1068.0,11000
PRV52019,4513.0,3,3204.0,17000
PRV52019,4516.0,8,8544.0,52000
PRV52019,4523.0,4,4272.0,22000
PRV52019,4525.0,1,1068.0,10000
PRV52019,4542.0,2,2136.0,12000
PRV52019,4573.0,1,1068.0,16000
PRV52019,4576.0,1,1068.0,38000
PRV52019,4603.0,1,1068.0,42000
PRV52019,4632.0,1,1068.0,8000
PRV52019,4651.0,1,1068.0,0
PRV52019,4675.0,1,1068.0,12000
PRV52019,4676.0,1,1068.0,37000
PRV52019,4709.0,1,1068.0,0
PRV52019,4821.0,2,2136.0,116000
PRV52019,4832.0,1,1068.0,7000
PRV52019,4843.0,1,0.0,92000
PRV52019,5011.0,1,1068.0,14000
PRV52019,5014.0,1,1068.0,5000
PRV52019,5101.0,1,1068.0,6000
PRV52019,5119.0,1,0.0,21000
PRV52019,5123.0,2,2136.0,11000
PRV52019,5185.0,5,4272.0,182000
PRV52019,5188.0,1,1068.0,14000
PRV52019,5294.0,1,1068.0,10000
PRV52019,5300.0,1,1068.0,3000
PRV52019,5351.0,1,1068.0,35000
PRV52019,5369.0,1,1068.0,8000
PRV52019,5411.0,1,1068.0,9000
PRV52019,5461.0,1,1068.0,15000
PRV52019,5491.0,1,1068.0,22000
PRV52019,5569.0,2,2136.0,51000
PRV52019,5631.0,1,1068.0,19000
PRV52019,5642.0,1,1068.0,11000
PRV52019,5781.0,1,1068.0,19000
PRV52019,5794.0,3,3204.0,30000
PRV52019,5843.0,1,1068.0,8000
PRV52019,5849.0,10,8544.0,200000
PRV52019,6021.0,1,1068.0,0
PRV52019,6029.0,2,2136.0,12000
PRV52019,6816.0,1,1068.0,11000
PRV52019,6849.0,1,1068.0,7000
PRV52019,7231.0,1,1068.0,0
PRV52019,7749.0,2,2136.0,35000
PRV52019,7804.0,1,1068.0,11000
PRV52019,7820.0,1,1068.0,5000
PRV52019,7824.0,1,1068.0,10000
PRV52019,7850.0,1,1068.0,42000
PRV52019,7855.0,2,2136.0,37000
PRV52019,7856.0,1,1068.0,9000
PRV52019,7868.0,2,2136.0,22000
PRV52019,7869.0,1,1068.0,8000
PRV52019,7915.0,2,2136.0,31000
PRV52019,7931.0,1,1068.0,13000
PRV52019,7935.0,3,3204.0,39000
PRV52019,7936.0,2,2136.0,21000
PRV52019,7993.0,1,1068.0,23000
PRV52019,8006.0,2,2136.0,26000
PRV52019,8051.0,2,2136.0,12000
PRV52019,8102.0,1,1068.0,11000
PRV52019,8103.0,1,1068.0,19000
PRV52019,8107.0,1,1068.0,21000
PRV52019,8108.0,1,1068.0,18000
PRV52019,8151.0,5,5340.0,44000
PRV52019,8152.0,2,2136.0,56000
PRV52019,8154.0,16,17088.0,228000
PRV52019,8180.0,1,1068.0,11000
PRV52019,8191.0,1,1068.0,9000
PRV52019,8313.0,1,1068.0,6000
PRV52019,8332.0,1,1068.0,9000
PRV52019,8382.0,1,1068.0,45000
PRV52019,8411.0,3,3204.0,30000
PRV52019,8417.0,1,1068.0,57000
PRV52019,8521.0,1,1068.0,7000
PRV52019,8604.0,1,1068.0,4000
PRV52019,8605.0,1,1068.0,4000
PRV52019,8607.0,2,2136.0,44000
PRV52019,8622.0,2,1068.0,43000
PRV52019,8628.0,1,1068.0,5000
PRV52019,8659.0,1,1068.0,4000
PRV52019,8703.0,5,5340.0,37000
PRV52019,8769.0,1,1068.0,3000
PRV52019,8801.0,1,1068.0,11000
PRV52019,8843.0,1,1068.0,6000
PRV52019,8847.0,1,1068.0,3000
PRV52019,8848.0,1,1068.0,6000
PRV52019,8872.0,3,3204.0,16000
PRV52019,8875.0,1,1068.0,7000
PRV52019,8877.0,1,1068.0,3000
PRV52019,8891.0,1,1068.0,6000
PRV52019,8944.0,1,1068.0,3000
PRV52019,8949.0,1,1068.0,5000
PRV52019,8952.0,1,1068.0,4000
PRV52019,8954.0,1,1068.0,4000
PRV52019,8965.0,1,1068.0,15000
PRV52019,9339.0,4,4272.0,82000
PRV52019,9353.0,1,1068.0,6000
PRV52019,9354.0,1,1068.0,4000
PRV52019,9390.0,2,2136.0,17000
PRV52019,9425.0,1,1068.0,4000
PRV52019,9604.0,1,1068.0,5000
PRV52019,9607.0,2,2136.0,7000
PRV52019,9671.0,3,3204.0,58000
PRV52019,9672.0,7,7476.0,297000
PRV52019,9904.0,12,12816.0,71000
PRV52019,9907.0,3,3204.0,8000
PRV52019,9915.0,2,2136.0,16000
PRV52019,9921.0,2,1068.0,11000
PRV52019,9925.0,2,1068.0,8000
PRV52019,9929.0,3,2136.0,22000
PRV52019,9961.0,1,1068.0,3000
PRV52019,9962.0,1,1068.0,55000
PRV52019,9971.0,1,1068.0,22000
PRV52019,9992.0,1,1068.0,10000
PRV52020,66.0,3,3204.0,28000
PRV52020,159.0,1,1068.0,37000
PRV52020,387.0,1,1068.0,12000
PRV52020,527.0,1,1068.0,57000
PRV52020,2724.0,4,4272.0,65000
PRV52020,2761.0,2,2136.0,84000
PRV52020,3220.0,1,1068.0,21000
PRV52020,3320.0,1,1068.0,13000
PRV52020,3491.0,1,1068.0,11000
PRV52020,3512.0,1,1068.0,29000
PRV52020,3613.0,1,1068.0,33000
PRV52020,3712.0,1,1068.0,53000
PRV52020,3772.0,2,2136.0,33000
PRV52020,3812.0,3,3204.0,20000
PRV52020,3893.0,3,3204.0,28000
PRV52020,3898.0,1,1068.0,12000
PRV52020,3899.0,1,1068.0,2000
PRV52020,3929.0,1,1068.0,7000
PRV52020,3950.0,2,2136.0,26000
PRV52020,3995.0,2,2136.0,17000
PRV52020,4019.0,6,6408.0,56000
PRV52020,4109.0,1,1068.0,7000
PRV52020,4438.0,1,1068.0,10000
PRV52020,4439.0,1,1068.0,5000
PRV52020,4516.0,4,4272.0,21000
PRV52020,4525.0,2,2136.0,9000
PRV52020,4573.0,1,1068.0,17000
PRV52020,4574.0,1,1068.0,10000
PRV52020,5123.0,1,1068.0,8000
PRV52020,5411.0,1,1068.0,31000
PRV52020,5718.0,1,1068.0,11000
PRV52020,5849.0,2,2136.0,42000
PRV52020,6849.0,1,1068.0,7000
PRV52020,6851.0,1,1068.0,10000
PRV52020,7935.0,1,1068.0,11000
PRV52020,8105.0,1,1068.0,40000
PRV52020,8151.0,1,1068.0,10000
PRV52020,8339.0,1,1068.0,18000
PRV52020,8345.0,1,1068.0,19000
PRV52020,8382.0,1,1068.0,8000
PRV52020,8415.0,2,2136.0,39000
PRV52020,8944.0,1,1068.0,5000
PRV52020,9389.0,2,2136.0,32000
PRV52020,9390.0,2,2136.0,18000
PRV52020,9439.0,1,1068.0,300
PRV52020,9604.0,2,2136.0,22000
PRV52020,9672.0,2,2136.0,37000
PRV52020,9904.0,1,1068.0,2000
PRV52021,14.0,1,1068.0,0
PRV52021,50.0,1,1068.0,14000
PRV52021,66.0,5,5340.0,60000
PRV52021,131.0,1,1068.0,48000
PRV52021,309.0,4,4272.0,54000
PRV52021,311.0,1,1068.0,11000
PRV52021,387.0,1,1068.0,10000
PRV52021,496.0,1,1068.0,2000
PRV52021,605.0,1,1068.0,7000
PRV52021,1122.0,1,1068.0,17000
PRV52021,1735.0,1,1068.0,7000
PRV52021,2724.0,7,7476.0,92000
PRV52021,2761.0,1,1068.0,8000
PRV52021,3321.0,1,1068.0,6000
PRV52021,3327.0,1,1068.0,14000
PRV52021,3404.0,1,1068.0,9000
PRV52021,3491.0,1,1068.0,12000
PRV52021,3612.0,1,1068.0,82000
PRV52021,3614.0,1,1068.0,31000
PRV52021,3722.0,2,2136.0,10000
PRV52021,3812.0,2,2136.0,13000
PRV52021,3893.0,3,3204.0,84000
PRV52021,3895.0,1,1068.0,10000
PRV52021,3898.0,1,1068.0,11000
PRV52021,3995.0,2,2136.0,13000
PRV52021,4019.0,11,11748.0,96000
PRV52021,4269.0,1,1068.0,13000
PRV52021,4292.0,1,1068.0,4000
PRV52021,4414.0,1,1068.0,3000
PRV52021,4513.0,2,2136.0,21000
PRV52021,4516.0,1,1068.0,4000
PRV52021,4523.0,2,2136.0,5000
PRV52021,4550.0,1,1068.0,4000
PRV52021,4576.0,1,1068.0,20000
PRV52021,5119.0,1,1068.0,11000
PRV52021,5283.0,1,1068.0,6000
PRV52021,5371.0,1,1068.0,14000
PRV52021,5459.0,1,1068.0,14000
PRV52021,5503.0,1,1068.0,17000
PRV52021,5732.0,1,1068.0,22000
PRV52021,5794.0,2,2136.0,9000
PRV52021,5849.0,1,1068.0,10000
PRV52021,7788.0,1,1068.0,45000
PRV52021,7915.0,3,3204.0,51000
PRV52021,7921.0,2,2136.0,26000
PRV52021,7935.0,4,4272.0,58000
PRV52021,7994.0,2,2136.0,9000
PRV52021,8101.0,1,1068.0,0
PRV52021,8102.0,2,2136.0,11000
PRV52021,8108.0,2,2136.0,75000
PRV52021,8151.0,3,3204.0,37000
PRV52021,8152.0,1,1068.0,10000
PRV52021,8154.0,3,3204.0,41000
PRV52021,8604.0,1,1068.0,4000
PRV52021,8622.0,1,1068.0,45000
PRV52021,8703.0,1,1068.0,5000
PRV52021,8877.0,1,1068.0,4000
PRV52021,8944.0,1,1068.0,5000
PRV52021,8945.0,1,1068.0,4000
PRV52021,8954.0,1,1068.0,3000
PRV52021,9390.0,2,2136.0,18000
PRV52021,9465.0,1,1068.0,7000
PRV52021,9604.0,2,2136.0,20000
PRV52021,9607.0,2,2136.0,10000
PRV52021,9671.0,2,2136.0,20000
PRV52021,9672.0,1,1068.0,57000
PRV52021,9904.0,7,7476.0,54000
PRV52021,9915.0,3,3204.0,20000
PRV52021,9921.0,1,1068.0,3000
PRV52021,9961.0,1,1068.0,7000
PRV52027,66.0,1,1068.0,12000
PRV52027,387.0,1,1068.0,11000
PRV52027,1629.0,1,1068.0,11000
PRV52027,2724.0,2,2136.0,23000
PRV52027,3327.0,1,1068.0,0
PRV52027,3613.0,1,1068.0,30000
PRV52027,3615.0,1,1068.0,0
PRV52027,3722.0,1,1068.0,5000
PRV52027,3950.0,1,1068.0,12000
PRV52027,3963.0,1,1068.0,12000
PRV52027,3995.0,2,2136.0,29000
PRV52027,4019.0,1,1068.0,30000
PRV52027,4139.0,1,1068.0,0
PRV52027,5424.0,1,0.0,4000
PRV52027,5794.0,1,1068.0,10000
PRV52027,5849.0,1,1068.0,11000
PRV52027,7847.0,1,1068.0,3000
PRV52027,7911.0,1,1068.0,6000
PRV52027,7935.0,1,1068.0,9000
PRV52027,8154.0,1,1068.0,11000
PRV52027,8842.0,1,1068.0,8000
PRV52027,8872.0,2,2136.0,11000
PRV52027,8891.0,1,1068.0,7000
PRV52027,8897.0,1,1068.0,4000
PRV52027,9052.0,1,1068.0,6000
PRV52027,9339.0,1,1068.0,4000
PRV52027,9462.0,1,1068.0,3000
PRV52027,9671.0,1,1068.0,11000
PRV52027,9672.0,1,1068.0,51000
PRV52027,9904.0,1,1068.0,3000
PRV52027,9971.0,1,1068.0,30000
PRV52028,3950.0,1,1068.0,14000
PRV52029,66.0,1,1068.0,27000
PRV52029,2724.0,1,1068.0,27000
PRV52029,3722.0,1,1068.0,5000
PRV52029,4019.0,1,1068.0,27000
PRV52029,7852.0,1,1068.0,9000
PRV52029,8107.0,1,1068.0,35000
PRV52029,8151.0,1,1068.0,9000
PRV52029,8659.0,1,1068.0,13000
PRV52029,9904.0,1,1068.0,8000
PRV52030,3615.0,1,1068.0,19000
PRV52030,3808.0,1,1068.0,28000
PRV52030,9671.0,1,1068.0,0
PRV52031,3893.0,1,1068.0,11000
PRV52032,66.0,1,1068.0,21000
PRV52032,605.0,1,1068.0,15000
PRV52032,2724.0,2,1068.0,6000
PRV52032,3328.0,1,1068.0,19000
PRV52032,3491.0,1,1068.0,11000
PRV52032,3612.0,1,1068.0,25000
PRV52032,3722.0,2,1068.0,11000
PRV52032,3734.0,1,1068.0,8000
PRV52032,3772.0,1,1068.0,16000
PRV52032,3888.0,1,1068.0,16000
PRV52032,3893.0,1,1068.0,10000
PRV52032,3995.0,3,3204.0,20000
PRV52032,4011.0,1,1068.0,4000
PRV52032,4019.0,4,3204.0,50000
PRV52032,4023.0,1,1068.0,4000
PRV52032,4513.0,1,1068.0,500
PRV52032,4516.0,1,1068.0,14000
PRV52032,4576.0,1,1068.0,17000
PRV52032,4582.0,1,1068.0,23000
PRV52032,5503.0,1,0.0,3300
PRV52032,7742.0,1,1068.0,26000
PRV52032,7915.0,1,1068.0,16000
PRV52032,8152.0,1,1068.0,11000
PRV52032,8154.0,2,2136.0,26000
PRV52032,9390.0,2,2136.0,8000
PRV52032,9705.0,1,1068.0,12000
PRV52032,9921.0,1,1068.0,14000
PRV52032,9962.0,1,1068.0,4000
PRV52032,9971.0,1,1068.0,11000
PRV52038,2079.0,1,1068.0,10000
PRV52038,2749.0,1,1068.0,4000
PRV52038,3722.0,2,2136.0,12000
PRV52038,3723.0,1,1068.0,10000
PRV52038,4019.0,1,1068.0,18000
PRV52038,4263.0,1,1068.0,6000
PRV52038,4439.0,1,1068.0,6000
PRV52038,5718.0,1,1068.0,6000
PRV52038,6019.0,1,1068.0,6000
PRV52038,6859.0,1,1068.0,6000
PRV52038,7804.0,1,1068.0,6000
PRV52038,8102.0,1,1068.0,10000
PRV52038,8153.0,1,1068.0,18000
PRV52038,8339.0,1,1068.0,11000
PRV52038,8542.0,1,1068.0,4000
PRV52038,8604.0,1,1068.0,4000
PRV52038,9702.0,1,1068.0,12000
PRV52038,9705.0,1,1068.0,7000
PRV52038,9915.0,1,0.0,10000
PRV52044,51.0,1,1068.0,48000
PRV52044,66.0,1,1068.0,10000
PRV52044,113.0,1,1068.0,5000
PRV52044,2724.0,1,1068.0,23000
PRV52044,3812.0,1,1068.0,4000
PRV52044,3893.0,1,1068.0,10000
PRV52044,3942.0,1,1068.0,12000
PRV52044,3995.0,1,1068.0,8000
PRV52044,4019.0,3,3204.0,57000
PRV52044,4574.0,1,1068.0,20000
PRV52044,4576.0,2,2136.0,37000
PRV52044,6029.0,1,1068.0,5000
PRV52044,8051.0,1,1068.0,11000
PRV52044,8108.0,1,1068.0,23000
PRV52044,8154.0,2,2136.0,22000
PRV52044,8627.0,1,1068.0,4000
PRV52044,8872.0,1,1068.0,4000
PRV52044,8905.0,1,1068.0,8000
PRV52044,9339.0,1,1068.0,6000
PRV52044,9390.0,2,2136.0,11000
PRV52044,9394.0,1,1068.0,6000
PRV52044,9671.0,2,2136.0,22000
PRV52045,54.0,2,2136.0,48000
PRV52045,81.0,1,1068.0,16000
PRV52045,554.0,1,1068.0,9000
PRV52045,2724.0,1,1068.0,5000
PRV52045,3220.0,1,1068.0,14000
PRV52045,3612.0,1,1068.0,82000
PRV52045,3722.0,1,1068.0,5000
PRV52045,3772.0,1,1068.0,14000
PRV52045,3812.0,1,1068.0,26000
PRV52045,3995.0,1,1068.0,10000
PRV52045,4019.0,4,4272.0,45000
PRV52045,4443.0,1,1068.0,7000
PRV52045,4525.0,1,1068.0,700
PRV52045,4573.0,1,1068.0,35000
PRV52045,5110.0,1,1068.0,14000
PRV52045,5459.0,1,1068.0,24000
PRV52045,5794.0,2,2136.0,18000
PRV52045,5849.0,1,1068.0,24000
PRV52045,7765.0,1,1068.0,15000
PRV52045,8147.0,1,1068.0,8000
PRV52045,8151.0,2,2136.0,29000
PRV52045,8152.0,4,4272.0,39000
PRV52045,8154.0,1,1068.0,9000
PRV52045,9915.0,1,1068.0,5000
PRV52047,3523.0,1,1068.0,50000
PRV52047,3891.0,1,1068.0,16000
PRV52047,4019.0,1,1068.0,7000
PRV52047,4139.0,1,1068.0,50000
PRV52047,4281.0,1,1068.0,50000
PRV52047,4414.0,1,1068.0,7000
PRV52047,4516.0,1,1068.0,3000
PRV52047,7915.0,1,1068.0,18000
PRV52047,8180.0,1,1068.0,9000
PRV52047,9627.0,1,1068.0,7000
PRV52052,2724.0,1,1068.0,6000
PRV52052,3812.0,1,1068.0,6000
PRV52057,80.0,1,1068.0,0
PRV52057,2762.0,1,1068.0,57000
PRV52057,3522.0,1,1068.0,57000
PRV52057,3611.0,1,1068.0,47000
PRV52057,3995.0,1,0.0,8000
PRV52057,4513.0,1,1068.0,4000
PRV52057,8674.0,1,1068.0,9000
PRV52057,8872.0,1,1068.0,4000
PRV52059,309.0,1,1068.0,5000
PRV52059,3327.0,1,1068.0,9000
PRV52059,3492.0,1,1068.0,3000
PRV52059,3761.0,1,1068.0,29000
PRV52059,5185.0,1,1068.0,29000
PRV52059,8192.0,1,1068.0,4000
PRV52059,9672.0,2,2136.0,78000
PRV52063,66.0,3,3204.0,67000
PRV52063,309.0,1,1068.0,5000
PRV52063,331.0,1,1068.0,10000
PRV52063,387.0,1,1068.0,20000
PRV52063,392.0,1,1068.0,9000
PRV52063,412.0,1,1068.0,6000
PRV52063,437.0,1,1068.0,7000
PRV52063,496.0,1,1068.0,7000
PRV52063,598.0,1,1068.0,7000
PRV52063,2121.0,1,1068.0,3000
PRV52063,2724.0,3,3204.0,68000
PRV52063,3324.0,1,1068.0,0
PRV52063,3523.0,1,1068.0,43000
PRV52063,3572.0,1,1068.0,31000
PRV52063,3612.0,1,1068.0,36000
PRV52063,3794.0,1,1068.0,50000
PRV52063,3812.0,1,1068.0,5000
PRV52063,3893.0,4,4272.0,18000
PRV52063,3899.0,1,1068.0,4000
PRV52063,3995.0,4,4272.0,36000
PRV52063,4019.0,3,3204.0,35000
PRV52063,4516.0,3,3204.0,15000
PRV52063,4579.0,1,1068.0,31000
PRV52063,5185.0,2,2136.0,70000
PRV52063,5363.0,1,1068.0,20000
PRV52063,6029.0,1,1068.0,3000
PRV52063,8095.0,1,1068.0,17000
PRV52063,8151.0,2,2136.0,21000
PRV52063,8152.0,1,1068.0,10000
PRV52063,8154.0,2,2136.0,26000
PRV52063,8181.0,1,1068.0,9000
PRV52063,8412.0,1,1068.0,31000
PRV52063,8604.0,1,1068.0,11000
PRV52063,8659.0,1,1068.0,5000
PRV52063,8703.0,1,1068.0,11000
PRV52063,8819.0,1,1068.0,5000
PRV52063,8872.0,1,1068.0,7000
PRV52063,9054.0,1,1068.0,17000
PRV52063,9339.0,1,1068.0,19000
PRV52063,9390.0,2,2136.0,24000
PRV52063,9419.0,1,0.0,4000
PRV52063,9671.0,1,0.0,13000
PRV52063,9904.0,1,1068.0,3000
PRV52063,9907.0,1,1068.0,6000
PRV52064,309.0,1,1068.0,4000
PRV52064,387.0,1,1068.0,19000
PRV52064,3241.0,1,1068.0,13000
PRV52064,3794.0,1,1068.0,30000
PRV52064,3893.0,1,1068.0,11000
PRV52064,3929.0,1,1068.0,10000
PRV52064,3995.0,3,3204.0,11000
PRV52064,4019.0,2,2136.0,25000
PRV52064,4414.0,1,1068.0,11000
PRV52064,4523.0,1,1068.0,12000
PRV52064,4674.0,1,0.0,40
PRV52064,5587.0,1,1068.0,12000
PRV52064,7932.0,1,1068.0,7000
PRV52064,8102.0,1,1068.0,22000
PRV52064,8151.0,1,1068.0,11000
PRV52064,8152.0,1,1068.0,10000
PRV52064,8154.0,1,1068.0,12000
PRV52064,9390.0,1,1068.0,3000
PRV52064,9462.0,1,1068.0,3000
PRV52064,9910.0,1,1068.0,13000
PRV52064,9960.0,1,1068.0,12000
PRV52065,22.0,1,1068.0,55000
PRV52065,64.0,1,1068.0,6000
PRV52065,66.0,6,6408.0,71000
PRV52065,311.0,2,2136.0,29000
PRV52065,331.0,1,1068.0,3000
PRV52065,392.0,1,1068.0,4000
PRV52065,496.0,1,1068.0,5000
PRV52065,598.0,1,1068.0,13000
PRV52065,2724.0,3,3204.0,33000
PRV52065,2749.0,1,1068.0,6000
PRV52065,2762.0,1,1068.0,24000
PRV52065,3229.0,1,1068.0,31000
PRV52065,3613.0,1,1068.0,26000
PRV52065,3722.0,2,1068.0,15000
PRV52065,3734.0,1,1068.0,28000
PRV52065,3783.0,1,1068.0,17000
PRV52065,3794.0,1,1068.0,38000
PRV52065,3803.0,1,1068.0,8000
PRV52065,3893.0,3,3204.0,22000
PRV52065,3929.0,1,1068.0,10000
PRV52065,4011.0,1,1068.0,69000
PRV52065,4019.0,10,10680.0,149000
PRV52065,4131.0,1,1068.0,12000
PRV52065,4264.0,1,1068.0,4000
PRV52065,4311.0,1,1068.0,9000
PRV52065,4443.0,1,1068.0,21000
PRV52065,4497.0,1,1068.0,15000
PRV52065,4513.0,1,1068.0,3000
PRV52065,4523.0,1,1068.0,14000
PRV52065,4562.0,1,1068.0,24000
PRV52065,4573.0,1,1068.0,69000
PRV52065,5023.0,1,1068.0,24000
PRV52065,5491.0,1,1068.0,10000
PRV52065,5569.0,1,1068.0,19000
PRV52065,6859.0,1,1068.0,5000
PRV52065,7749.0,1,1068.0,23000
PRV52065,7840.0,1,1068.0,17000
PRV52065,7963.0,1,1068.0,5000
PRV52065,8051.0,1,1068.0,5000
PRV52065,8151.0,4,4272.0,51000
PRV52065,8154.0,5,5340.0,51000
PRV52065,8381.0,1,1068.0,4000
PRV52065,8845.0,1,1068.0,3000
PRV52065,8914.0,1,1068.0,6000
PRV52065,8954.0,1,1068.0,4000
PRV52065,9092.0,1,1068.0,69000
PRV52065,9359.0,1,1068.0,5000
PRV52065,9390.0,1,1068.0,6000
PRV52065,9465.0,1,1068.0,2000
PRV52065,9789.0,1,1068.0,18000
PRV52065,9904.0,4,4272.0,27700
PRV52065,9910.0,1,1068.0,16000
PRV52065,9921.0,1,1068.0,12000
PRV52065,9955.0,1,1068.0,5000
PRV52065,9974.0,1,1068.0,21000
PRV52066,4523.0,1,0.0,1200
PRV52068,2724.0,1,0.0,1700
PRV52068,3722.0,1,0.0,1700
PRV52072,83.0,1,1068.0,10000
PRV52072,311.0,1,1068.0,30000
PRV52072,392.0,1,1068.0,16000
PRV52072,586.0,1,1068.0,3000
PRV52072,1739.0,1,1068.0,15000
PRV52072,2724.0,1,1068.0,15000
PRV52072,3239.0,1,1068.0,16000
PRV52072,3612.0,1,1068.0,43000
PRV52072,3772.0,2,2136.0,36000
PRV52072,3812.0,1,1068.0,15000
PRV52072,3893.0,1,0.0,8000
PRV52072,3927.0,1,1068.0,11000
PRV52072,4019.0,5,5340.0,60000
PRV52072,4439.0,1,1068.0,13000
PRV52072,4523.0,1,1068.0,4000
PRV52072,4542.0,1,1068.0,6000
PRV52072,5188.0,1,1068.0,5000
PRV52072,5551.0,1,1068.0,16000
PRV52072,5794.0,1,1068.0,2000
PRV52072,6029.0,1,1068.0,6000
PRV52072,7843.0,1,1068.0,23000
PRV52072,7902.0,1,1068.0,6000
PRV52072,7991.0,1,1068.0,43000
PRV52072,8082.0,1,1068.0,16000
PRV52072,8872.0,2,2136.0,4000
PRV52072,9904.0,1,1068.0,12000
PRV52072,9971.0,1,1068.0,16000
PRV52073,2724.0,3,3204.0,46000
PRV52073,3521.0,1,1068.0,56000
PRV52073,3612.0,1,1068.0,53000
PRV52073,3812.0,1,1068.0,7000
PRV52073,3893.0,1,1068.0,6000
PRV52073,4011.0,1,1068.0,7000
PRV52073,4019.0,3,3204.0,12000
PRV52073,4139.0,1,1068.0,53000
PRV52073,4575.0,1,1068.0,20000
PRV52073,4660.0,1,1068.0,53000
PRV52073,5459.0,1,1068.0,29000
PRV52073,5749.0,1,1068.0,2000
PRV52073,6859.0,1,1068.0,5000
PRV52073,8154.0,3,3204.0,31000
PRV52073,8604.0,1,1068.0,3000
PRV52073,8848.0,1,1068.0,17000
PRV52073,9338.0,1,1068.0,18000
PRV52073,9389.0,1,1068.0,1000
PRV52073,9652.0,1,1068.0,3000
PRV52073,9904.0,1,1068.0,6000
PRV52073,9905.0,1,1068.0,8000
PRV52074,64.0,1,1068.0,3000
PRV52074,2761.0,1,1068.0,27000
PRV52074,3734.0,1,1068.0,20000
PRV52074,3794.0,1,1068.0,33000
PRV52074,4341.0,1,1068.0,4000
PRV52074,4576.0,1,1068.0,27000
PRV52074,8415.0,1,1068.0,16000
PRV52074,9390.0,1,1068.0,8000
PRV52074,9904.0,1,1068.0,5000
PRV52076,66.0,1,1068.0,9000
PRV52076,72.0,1,1068.0,19000
PRV52076,309.0,1,1068.0,5000
PRV52076,403.0,1,1068.0,46000
PRV52076,2763.0,1,1068.0,5000
PRV52076,3324.0,1,1068.0,9000
PRV52076,3406.0,1,1068.0,25000
PRV52076,3491.0,1,1068.0,3000
PRV52076,3722.0,1,1068.0,5000
PRV52076,3812.0,1,1068.0,6000
PRV52076,3893.0,1,1068.0,5000
PRV52076,4011.0,1,1068.0,18000
PRV52076,4019.0,4,4272.0,50000
PRV52076,4513.0,1,1068.0,4000
PRV52076,4516.0,1,1068.0,7000
PRV52076,4523.0,1,1068.0,4000
PRV52076,4543.0,1,1068.0,0
PRV52076,5122.0,1,1068.0,27000
PRV52076,5123.0,1,1068.0,5000
PRV52076,5303.0,1,1068.0,18000
PRV52076,5722.0,1,1068.0,21000
PRV52076,7769.0,1,1068.0,11000
PRV52076,7810.0,1,1068.0,9000
PRV52076,7915.0,1,1068.0,9000
