Physician,ClmProcedureCode,Count,TotalDeductibleAmtPaid,TotalInscClaimAmtReimbursed
PHY331641,398.0,1,1068.0,35000
PHY331641,2724.0,1,1068.0,4000
PHY331641,3812.0,1,1068.0,7000
PHY331641,3927.0,1,1068.0,4000
PHY331641,4019.0,1,1068.0,35000
PHY331641,8151.0,2,2136.0,46000
PHY331641,8604.0,2,2136.0,14000
PHY331641,8605.0,2,2136.0,24000
PHY331641,9339.0,1,1068.0,8000
PHY331641,9671.0,1,1068.0,0
PHY331641,9961.0,1,1068.0,12000
PHY331646,8891.0,1,1068.0,7000
PHY331647,9904.0,1,1068.0,10000
PHY331679,3722.0,2,2136.0,8000
PHY331679,4019.0,2,2136.0,8000
PHY331685,3722.0,1,1068.0,6000
PHY331706,3893.0,1,1068.0,3000
PHY331709,9955.0,1,1068.0,6000
PHY331710,8891.0,1,1068.0,15000
PHY331727,9339.0,1,1068.0,15000
PHY331732,9390.0,1,1068.0,7000
PHY331739,311.0,1,1068.0,10000
PHY331739,3229.0,1,1068.0,10000
PHY331743,309.0,1,1068.0,7000
PHY331743,3324.0,1,1068.0,7000
PHY331743,5022.0,1,1068.0,17000
PHY331743,9955.0,1,1068.0,4000
PHY331751,66.0,1,1068.0,11000
PHY331751,4263.0,1,1068.0,11000
PHY331754,387.0,2,2136.0,40000
PHY331754,9468.0,1,1068.0,2000
PHY331810,3995.0,1,1068.0,14000
PHY331817,6929.0,1,0.0,200
PHY331817,9923.0,1,0.0,200
PHY331820,8944.0,2,2136.0,8000
PHY331823,8154.0,1,1068.0,11000
PHY331827,9904.0,1,1068.0,3000
PHY331833,7759.0,1,1068.0,5000
PHY331838,3927.0,1,1068.0,0
PHY331838,9383.0,1,1068.0,12000
PHY331855,3613.0,1,1068.0,56000
PHY331855,4516.0,1,1068.0,8000
PHY331860,8151.0,1,1068.0,13000
PHY331868,5491.0,1,1068.0,4000
PHY331885,3973.0,1,1068.0,28000
PHY331893,2724.0,1,0.0,26000
PHY331893,3324.0,1,1068.0,4000
PHY331893,3572.0,1,1068.0,27000
PHY331893,4513.0,2,2136.0,15000
PHY331893,4542.0,1,1068.0,22000
PHY331893,5498.0,1,1068.0,33000
PHY331893,5849.0,1,1068.0,27000
PHY331893,7915.0,1,1068.0,27000
PHY331893,8138.0,1,0.0,26000
PHY331893,8954.0,1,1068.0,7000
PHY331893,9904.0,1,1068.0,8000
PHY331908,2762.0,1,1068.0,7000
PHY331908,7994.0,1,1068.0,7000
PHY331908,9390.0,1,1068.0,7000
PHY331910,8891.0,1,1068.0,7000
PHY331923,66.0,1,1068.0,23000
PHY331923,4019.0,1,1068.0,23000
PHY331923,4439.0,1,1068.0,23000
PHY331938,4019.0,1,1068.0,4000
PHY331938,4513.0,1,1068.0,4000
PHY331939,3899.0,1,1068.0,13000
PHY331939,3998.0,1,1068.0,13000
PHY331939,9910.0,1,1068.0,19000
PHY331940,66.0,1,1068.0,9000
PHY331940,4019.0,1,1068.0,9000
PHY331943,8147.0,1,1068.0,8000
PHY331945,3893.0,1,1068.0,4000
PHY331945,4823.0,1,1068.0,7000
PHY331950,7749.0,1,1068.0,10000
PHY331965,4516.0,1,1068.0,5000
PHY331988,3772.0,1,1068.0,13000
PHY331988,9904.0,1,1068.0,6000
PHY331993,570.0,1,1068.0,14000
PHY331993,3893.0,1,1068.0,14000
PHY331993,4023.0,1,1068.0,26000
PHY331993,5849.0,1,1068.0,14000
PHY332006,4019.0,1,1068.0,9000
PHY332006,5523.0,1,1068.0,9000
PHY332018,66.0,1,1068.0,10000
PHY332018,2724.0,1,1068.0,10000
PHY332018,3521.0,1,1068.0,37000
PHY332018,4019.0,1,1068.0,10000
PHY332032,2079.0,1,1068.0,10000
PHY332045,3893.0,2,2136.0,8000
PHY332045,4576.0,2,2136.0,42000
PHY332045,7935.0,2,2136.0,16000
PHY332045,8154.0,2,2136.0,22000
PHY332045,9672.0,2,2136.0,54000
PHY332045,9904.0,2,2136.0,28000
PHY332051,3241.0,1,1068.0,13000
PHY332051,3995.0,1,1068.0,2000
PHY332051,4019.0,1,1068.0,13000
PHY332098,8417.0,1,1068.0,17000
PHY332134,1733.0,1,1068.0,13000
PHY332134,3712.0,1,1068.0,27000
PHY332134,3723.0,1,1068.0,5000
PHY332134,5123.0,1,1068.0,12000
PHY332134,5185.0,1,1068.0,27000
PHY332134,8051.0,1,1068.0,19000
PHY332134,8941.0,1,0.0,13000
PHY332134,9466.0,1,1068.0,14000
PHY332137,3452.0,1,1068.0,26000
PHY332137,5849.0,1,1068.0,26000
PHY332137,8604.0,1,1068.0,4000
PHY332137,8872.0,1,1068.0,2000
PHY332161,311.0,1,1068.0,55000
PHY332163,5994.0,1,0.0,11000
PHY332184,586.0,1,1068.0,5000
PHY332187,4516.0,1,1068.0,0
PHY332189,66.0,1,1068.0,9000
PHY332197,3491.0,1,1068.0,35000
PHY332199,387.0,2,2136.0,31000
PHY332199,570.0,1,1068.0,5000
PHY332199,2724.0,1,1068.0,68000
PHY332199,3612.0,1,1068.0,68000
PHY332199,3995.0,1,1068.0,12000
PHY332199,4254.0,1,1068.0,23000
PHY332199,5185.0,1,1068.0,14000
PHY332199,6029.0,1,1068.0,4000
PHY332199,7802.0,1,1068.0,5000
PHY332199,8480.0,1,1068.0,14000
PHY332199,8872.0,1,1068.0,8000
PHY332199,8954.0,1,1068.0,5000
PHY332199,9672.0,1,1068.0,23000
PHY332199,9905.0,1,1068.0,9000
PHY332199,9919.0,1,1068.0,4000
PHY332201,2724.0,1,1068.0,8000
PHY332201,5123.0,2,2136.0,40000
PHY332201,5491.0,1,1068.0,0
PHY332201,8102.0,2,2136.0,22000
PHY332201,8801.0,1,1068.0,8000
PHY332205,3491.0,1,1068.0,7000
PHY332220,66.0,1,0.0,16000
PHY332220,387.0,1,1068.0,22000
PHY332220,412.0,1,1068.0,6000
PHY332220,605.0,1,1068.0,6000
PHY332220,4439.0,1,0.0,16000
PHY332224,3893.0,1,1068.0,3000
PHY332234,3779.0,1,1068.0,11000
PHY332234,5789.0,2,2136.0,0
PHY332240,586.0,1,1068.0,6000
PHY332241,9359.0,1,1068.0,5000
PHY332242,415.0,1,1068.0,35000
PHY332242,7279.0,1,1068.0,3000
PHY332242,7935.0,1,1068.0,14000
PHY332245,70.0,2,2136.0,34000
PHY332245,3326.0,2,2136.0,8000
PHY332245,3812.0,2,2136.0,12000
PHY332245,3893.0,6,4272.0,130000
PHY332245,3950.0,2,2136.0,82000
PHY332245,3995.0,6,4272.0,32000
PHY332245,4019.0,2,2136.0,14000
PHY332245,5122.0,1,1068.0,25000
PHY332245,5123.0,2,2136.0,12000
PHY332245,5652.0,2,2136.0,22000
PHY332245,5749.0,2,2136.0,14000
PHY332245,5794.0,2,2136.0,22000
PHY332245,8604.0,2,2136.0,16000
PHY332245,8872.0,2,2136.0,16000
PHY332245,9671.0,2,2136.0,6000
PHY332245,9672.0,2,2136.0,224000
PHY332245,9904.0,10,10680.0,58000
PHY332245,9929.0,3,3204.0,14000
PHY332250,9394.0,1,1068.0,5000
PHY332254,8154.0,1,1068.0,10000
PHY332259,4019.0,2,2136.0,6000
PHY332259,7078.0,2,2136.0,6000
PHY332259,8154.0,1,1068.0,12000
PHY332259,8965.0,1,1068.0,5000
PHY332259,9904.0,1,1068.0,28000
PHY332261,3995.0,1,1068.0,6000
PHY332263,412.0,1,1068.0,10000
PHY332263,3142.0,1,1068.0,10000
PHY332263,8151.0,1,1068.0,11000
PHY332263,8965.0,1,1068.0,4000
PHY332263,9915.0,1,1068.0,7000
PHY332278,3995.0,1,1068.0,35000
PHY332278,4632.0,1,1068.0,9000
PHY332288,8703.0,1,1068.0,3000
PHY332294,17.0,2,2136.0,4000
PHY332294,66.0,2,2136.0,32000
PHY332294,70.0,2,2136.0,54000
PHY332294,80.0,2,2136.0,30000
PHY332294,84.0,2,2136.0,18000
PHY332294,270.0,2,2136.0,12000
PHY332294,560.0,2,2136.0,14000
PHY332294,598.0,2,2136.0,10000
PHY332294,843.0,2,2136.0,44000
PHY332294,1623.0,2,2136.0,8000
PHY332294,1735.0,2,2136.0,24000
PHY332294,2724.0,6,6408.0,54000
PHY332294,2762.0,2,2136.0,10000
PHY332294,3404.0,2,2136.0,8000
PHY332294,3572.0,2,2136.0,52000
PHY332294,3612.0,4,4272.0,102000
PHY332294,3615.0,2,2136.0,0
PHY332294,3812.0,4,4272.0,32000
PHY332294,3848.0,2,2136.0,24000
PHY332294,3893.0,2,2136.0,24000
PHY332294,3895.0,2,2136.0,6000
PHY332294,3927.0,2,2136.0,38000
PHY332294,3949.0,2,2136.0,24000
PHY332294,3950.0,2,2136.0,52000
PHY332294,3995.0,6,6408.0,58000
PHY332294,4019.0,12,12816.0,154000
PHY332294,4439.0,2,2136.0,86000
PHY332294,4513.0,6,6408.0,40000
PHY332294,4516.0,6,6408.0,24000
PHY332294,4525.0,4,4272.0,20000
PHY332294,4562.0,2,2136.0,44000
PHY332294,4673.0,2,2136.0,114000
PHY332294,5123.0,2,2136.0,12000
PHY332294,5185.0,2,2136.0,62000
PHY332294,5361.0,2,2136.0,20000
PHY332294,5369.0,2,2136.0,10000
PHY332294,5794.0,2,2136.0,8000
PHY332294,5849.0,4,4272.0,158000
PHY332294,6021.0,2,2136.0,8000
PHY332294,7050.0,2,2136.0,16000
PHY332294,7935.0,4,4272.0,38000
PHY332294,8108.0,2,2136.0,44000
PHY332294,8151.0,2,2136.0,24000
PHY332294,8154.0,6,6408.0,70000
PHY332294,8166.0,2,2136.0,24000
PHY332294,8321.0,2,2136.0,6000
PHY332294,8415.0,2,2136.0,86000
PHY332294,8622.0,2,2136.0,28000
PHY332294,8628.0,2,2136.0,12000
PHY332294,8722.0,2,2136.0,34000
PHY332294,8965.0,2,2136.0,14000
PHY332294,9301.0,2,2136.0,38000
PHY332294,9339.0,2,2136.0,24000
PHY332294,9354.0,2,2136.0,6000
PHY332294,9390.0,2,2136.0,0
PHY332294,9671.0,4,4272.0,42000
PHY332294,9904.0,2,2136.0,4000
PHY332294,9921.0,4,4272.0,44000
PHY332294,9929.0,2,2136.0,10000
PHY332294,9961.0,2,2136.0,14000
PHY332294,9971.0,2,2136.0,62000
PHY332297,4233.0,1,1068.0,0
PHY332301,17.0,2,2136.0,16000
PHY332306,4019.0,1,1068.0,10000
PHY332306,5749.0,2,2136.0,14000
PHY332306,8151.0,1,1068.0,10000
PHY332306,9390.0,1,1068.0,9000
PHY332308,9339.0,1,1068.0,6000
PHY332308,9390.0,1,1068.0,7000
PHY332308,9394.0,1,1068.0,6000
PHY332311,8152.0,1,1068.0,51000
PHY332313,7935.0,1,1068.0,16000
PHY332313,9671.0,1,1068.0,20000
PHY332321,3491.0,2,2136.0,20000
PHY332321,4575.0,1,1068.0,39000
PHY332321,5185.0,1,1068.0,24000
PHY332321,7915.0,2,2136.0,16000
PHY332321,8674.0,1,1068.0,24000
PHY332324,309.0,1,1068.0,7000
PHY332324,604.0,1,1068.0,8000
PHY332324,3927.0,1,1068.0,13000
PHY332324,4513.0,1,1068.0,7000
PHY332324,9390.0,2,2136.0,26000
PHY332324,9652.0,2,2136.0,6000
PHY332324,9672.0,1,0.0,57000
PHY332332,8151.0,2,2136.0,22000
PHY332338,66.0,1,1068.0,9000
PHY332378,3722.0,1,1068.0,5000
PHY332380,3522.0,1,1068.0,57000
PHY332380,3772.0,1,1068.0,27000
PHY332380,8875.0,1,1068.0,9000
PHY332384,843.0,1,1068.0,10000
PHY332384,8103.0,1,1068.0,16000
PHY332384,8151.0,1,1068.0,10000
PHY332391,81.0,1,1068.0,19000
PHY332393,2762.0,1,1068.0,7000
PHY332393,4019.0,1,1068.0,7000
PHY332393,4542.0,1,1068.0,22000
PHY332393,5523.0,1,1068.0,4000
PHY332393,8721.0,1,1068.0,7000
PHY332393,9604.0,1,1068.0,2000
PHY332393,9962.0,1,1068.0,7000
PHY332397,8151.0,1,1068.0,15000
PHY332397,9904.0,1,1068.0,3000
PHY332419,496.0,1,1068.0,12000
PHY332419,9671.0,1,1068.0,12000
PHY332446,331.0,1,1068.0,7000
PHY332446,2724.0,2,2136.0,62000
PHY332446,4438.0,1,1068.0,44000
PHY332446,8152.0,1,1068.0,18000
PHY332450,9904.0,1,1068.0,5000
PHY332456,8166.0,1,1068.0,10000
PHY332463,7741.0,1,1068.0,14000
PHY332472,598.0,1,1068.0,3000
PHY332472,3324.0,1,1068.0,4000
PHY332472,4104.0,1,1068.0,3000
PHY332472,4414.0,1,1068.0,3000
PHY332473,8154.0,1,1068.0,12000
PHY332478,2761.0,1,1068.0,6000
PHY332478,3323.0,1,1068.0,7000
PHY332478,3327.0,1,1068.0,7000
PHY332478,3772.0,1,1068.0,34000
PHY332478,3818.0,1,1068.0,0
PHY332478,3950.0,1,1068.0,9000
PHY332478,4019.0,2,2136.0,7000
PHY332478,4341.0,1,1068.0,7000
PHY332478,5712.0,1,1068.0,0
PHY332478,8151.0,1,1068.0,0
PHY332478,8741.0,1,1068.0,7000
PHY332478,8801.0,1,1068.0,8000
PHY332478,9465.0,1,1068.0,0
PHY332478,9904.0,1,0.0,11000
PHY332478,9921.0,1,1068.0,6000
PHY332482,8604.0,1,1068.0,11000
PHY332488,9339.0,1,1068.0,4000
PHY332491,5459.0,2,2136.0,36000
PHY332491,5849.0,2,2136.0,36000
PHY332493,3893.0,1,0.0,1100
PHY332502,3615.0,2,2136.0,58000
PHY332502,4139.0,2,2136.0,58000
PHY332503,8154.0,1,1068.0,11000
PHY332504,311.0,1,1068.0,57000
PHY332504,5794.0,1,1068.0,3000
PHY332504,8154.0,1,1068.0,10000
PHY332504,9672.0,1,1068.0,56000
PHY332512,8152.0,1,1068.0,24000
PHY332512,9952.0,1,1068.0,4000
PHY332516,496.0,1,1068.0,44000
PHY332516,3893.0,1,1068.0,3000
PHY332516,4389.0,1,1068.0,44000
PHY332516,4516.0,1,1068.0,7000
PHY332516,5119.0,1,1068.0,44000
PHY332516,7092.0,1,1068.0,11000
PHY332516,7765.0,2,2136.0,18000
PHY332516,9904.0,1,1068.0,4000
PHY332530,329.0,1,1068.0,57000
PHY332540,3572.0,1,1068.0,12000
PHY332540,3722.0,1,1068.0,8000
PHY332540,3723.0,1,1068.0,0
PHY332540,3893.0,1,1068.0,5000
PHY332540,3995.0,1,1068.0,8000
PHY332540,4019.0,2,2136.0,20000
PHY332540,4104.0,1,1068.0,12000
PHY332540,4262.0,1,1068.0,0
PHY332540,4523.0,1,1068.0,5000
PHY332540,4525.0,1,1068.0,4000
PHY332540,5771.0,1,1068.0,16000
PHY332540,6829.0,1,1068.0,36000
PHY332540,7854.0,1,1068.0,29000
PHY332540,7876.0,1,1068.0,4000
PHY332540,8154.0,2,2136.0,25000
PHY332540,8417.0,2,2136.0,41000
PHY332540,8669.0,1,1068.0,36000
PHY332540,8838.0,1,1068.0,6000
PHY332540,8842.0,1,1068.0,4000
PHY332540,8872.0,1,1068.0,6000
PHY332540,9626.0,1,1068.0,0
PHY332540,9672.0,1,1068.0,28000
PHY332557,9915.0,1,1068.0,2000
PHY332568,8952.0,1,1068.0,7000
PHY332574,4019.0,1,1068.0,11000
PHY332574,5794.0,1,1068.0,11000
PHY332595,4516.0,1,1068.0,5000
PHY332603,5749.0,1,1068.0,9000
PHY332619,66.0,1,1068.0,12000
PHY332624,5123.0,1,1068.0,8000
PHY332624,9904.0,1,1068.0,30000
PHY332626,3491.0,1,1068.0,7000
PHY332626,3734.0,1,1068.0,13000
PHY332626,3772.0,1,1068.0,17000
PHY332626,3893.0,1,1068.0,4000
PHY332626,4414.0,1,1068.0,15000
PHY332626,4438.0,1,1068.0,23000
PHY332626,8151.0,2,2136.0,24000
PHY332626,8192.0,1,1068.0,15000
PHY332626,8604.0,1,1068.0,8000
PHY332626,8949.0,1,1068.0,10000
PHY332626,9904.0,1,1068.0,4000
PHY332631,3949.0,1,1068.0,12000
PHY332642,3614.0,1,1068.0,39000
PHY332642,4439.0,1,1068.0,39000
PHY332642,6029.0,1,1068.0,3000
PHY332642,9444.0,1,1068.0,4000
PHY332642,9971.0,1,1068.0,39000
PHY332643,4562.0,1,1068.0,15000
PHY332645,4019.0,1,1068.0,11000
PHY332645,5110.0,1,1068.0,6000
PHY332645,5498.0,1,1068.0,4000
PHY332645,8154.0,1,1068.0,11000
PHY332645,9904.0,2,2136.0,16000
PHY332655,17.0,1,1068.0,6000
PHY332657,3734.0,1,1068.0,0
PHY332666,66.0,1,1068.0,11000
PHY332666,2724.0,1,1068.0,11000
PHY332666,3995.0,1,1068.0,4000
PHY332666,7906.0,1,1068.0,11000
PHY332666,8108.0,1,1068.0,19000
PHY332666,8151.0,1,1068.0,10000
PHY332666,9444.0,1,1068.0,4000
PHY332683,3893.0,1,1068.0,5000
PHY332683,8151.0,1,1068.0,10000
PHY332683,8154.0,3,3204.0,105000
PHY332689,8605.0,1,1068.0,9000
PHY332704,66.0,3,3204.0,41000
PHY332704,309.0,2,2136.0,12000
PHY332704,2724.0,2,2136.0,26000
PHY332704,2749.0,1,1068.0,5000
PHY332704,3722.0,5,5340.0,41000
PHY332704,3772.0,1,1068.0,13000
PHY332704,3798.0,2,2136.0,66000
PHY332704,3979.0,2,2136.0,38000
PHY332704,3995.0,4,4272.0,24000
PHY332704,4019.0,6,6408.0,110000
PHY332704,4311.0,1,1068.0,19000
PHY332704,4513.0,1,1068.0,4000
PHY332704,4579.0,1,1068.0,11000
PHY332704,5491.0,1,1068.0,6000
PHY332704,7813.0,2,2136.0,38000
PHY332704,7905.0,2,2136.0,48000
PHY332704,8108.0,2,2136.0,48000
PHY332704,8152.0,2,2136.0,26000
PHY332704,8154.0,2,2136.0,20000
PHY332704,8659.0,1,1068.0,20000
PHY332704,8872.0,2,2136.0,12000
PHY332704,9316.0,1,1068.0,2000
PHY332704,9904.0,1,1068.0,8000
PHY332720,5411.0,1,1068.0,14000
PHY332720,8480.0,2,2136.0,26000
PHY332722,8703.0,1,1068.0,13000
PHY332723,51.0,4,3866.0,452500
PHY332723,387.0,1,1068.0,53000
PHY332723,8181.0,2,2136.0,58000
PHY332723,8622.0,1,1068.0,23000
PHY332728,3995.0,1,1068.0,9000
PHY332728,8108.0,1,1068.0,34000
PHY332738,9907.0,1,1068.0,6000
PHY332746,9627.0,1,1068.0,3000
PHY332752,9390.0,1,1068.0,3000
PHY332752,9961.0,1,1068.0,2000
PHY332753,496.0,1,1068.0,7000
PHY332753,570.0,1,0.0,57000
PHY332753,2724.0,1,1068.0,7000
PHY332753,3533.0,1,0.0,57000
PHY332753,3808.0,1,1068.0,15000
PHY332753,3950.0,1,1068.0,7000
PHY332753,4443.0,1,1068.0,7000
PHY332753,5185.0,1,1068.0,43000
PHY332753,5411.0,1,1068.0,43000
PHY332753,8703.0,1,0.0,3000
PHY332753,8721.0,1,1068.0,7000
PHY332753,9464.0,1,1068.0,5000
PHY332753,9974.0,1,0.0,57000
PHY332758,2762.0,2,2136.0,136000
PHY332758,3893.0,2,2136.0,36000
PHY332758,4443.0,1,1068.0,18000
PHY332758,4516.0,1,1068.0,10000
PHY332758,9390.0,1,1068.0,3000
PHY332758,9671.0,2,2136.0,136000
PHY332761,437.0,1,1068.0,9000
PHY332761,4019.0,1,1068.0,8000
PHY332761,4513.0,1,1068.0,4000
PHY332761,8872.0,1,1068.0,8000
PHY332766,9960.0,1,1068.0,4000
PHY332778,66.0,1,0.0,11000
PHY332787,3995.0,2,2136.0,14000
PHY332787,4240.0,1,1068.0,13000
PHY332787,4516.0,1,1068.0,3000
PHY332787,5185.0,2,2136.0,68000
PHY332787,5849.0,1,1068.0,10000
PHY332787,5979.0,1,1068.0,16000
PHY332787,6859.0,1,1068.0,13000
PHY332787,8622.0,2,2136.0,68000
PHY332787,9672.0,1,1068.0,10000
PHY332789,5491.0,1,1068.0,9000
PHY332806,3491.0,1,1068.0,11000
PHY332810,8628.0,1,1068.0,6000
PHY332815,66.0,1,1068.0,56000
PHY332815,2724.0,1,1068.0,10000
PHY332815,2752.0,1,1068.0,13000
PHY332815,2764.0,1,1068.0,18000
PHY332815,3722.0,1,1068.0,13000
PHY332815,3777.0,1,1068.0,7000
PHY332815,3787.0,1,1068.0,9000
PHY332815,3812.0,1,1068.0,18000
PHY332815,3891.0,1,1068.0,10000
PHY332815,3893.0,2,2136.0,6100
PHY332815,3995.0,1,1068.0,12000
PHY332815,4019.0,1,1068.0,56000
PHY332815,4513.0,1,1068.0,7000
PHY332815,5359.0,1,1068.0,20000
PHY332815,7935.0,1,1068.0,22000
PHY332815,8154.0,1,1068.0,18000
PHY332815,8872.0,2,2136.0,17000
PHY332815,9705.0,1,1068.0,0
PHY332815,9904.0,2,2136.0,7000
PHY332820,66.0,3,3204.0,30000
PHY332820,387.0,1,1068.0,11000
PHY332820,3722.0,1,1068.0,11000
PHY332820,3995.0,3,3204.0,27000
PHY332820,4019.0,3,3204.0,30000
PHY332820,4139.0,1,1068.0,10000
PHY332820,4254.0,1,1068.0,12000
PHY332820,4525.0,1,1068.0,3000
PHY332820,4573.0,1,1068.0,0
PHY332820,5011.0,2,2136.0,18000
PHY332820,7804.0,1,1068.0,3000
PHY332820,8154.0,1,1068.0,10000
PHY332820,8628.0,2,2136.0,14000
PHY332820,9672.0,1,1068.0,12000
PHY332820,9904.0,1,1068.0,6000
PHY332830,387.0,1,1068.0,11000
PHY332838,3722.0,1,1068.0,0
PHY332839,3142.0,1,1068.0,6000
PHY332839,4523.0,1,1068.0,9000
PHY332841,131.0,1,1068.0,57000
PHY332841,4516.0,1,1068.0,7000
PHY332841,8604.0,1,1068.0,57000
PHY332855,5523.0,1,0.0,10000
PHY332860,8703.0,1,1068.0,7000
PHY332862,3950.0,2,2136.0,34000
PHY332878,66.0,1,1068.0,14000
PHY332878,3722.0,1,1068.0,25000
PHY332878,4019.0,2,2136.0,39000
PHY332885,81.0,1,1068.0,16000
PHY332893,4240.0,1,1068.0,17000
PHY332893,4438.0,1,1068.0,23000
PHY332893,7679.0,1,1068.0,17000
PHY332903,2761.0,1,1068.0,19000
PHY332903,3783.0,1,1068.0,15000
PHY332903,5845.0,1,1068.0,15000
PHY332903,8914.0,1,1068.0,19000
PHY332922,6859.0,2,2136.0,12000
PHY332922,9462.0,1,1068.0,0
PHY332922,9921.0,2,2136.0,18000
PHY332928,66.0,1,1068.0,9000
PHY332928,4019.0,1,1068.0,9000
PHY332928,8872.0,1,1068.0,2000
PHY332933,70.0,1,1068.0,15000
PHY332933,966.0,1,1068.0,12000
PHY332933,2724.0,1,1068.0,12000
PHY332933,3613.0,1,1068.0,25000
PHY332933,3893.0,1,1068.0,4000
PHY332933,4104.0,1,1068.0,25000
PHY332933,4341.0,1,1068.0,12000
PHY332933,8151.0,1,1068.0,10000
PHY332933,8949.0,1,1068.0,11000
PHY332933,9904.0,1,1068.0,4000
PHY332933,9971.0,1,1068.0,25000
PHY332936,3963.0,1,1068.0,3000
PHY332936,9339.0,1,1068.0,3000
PHY332936,9961.0,1,1068.0,2000
PHY332941,81.0,1,1068.0,19000
PHY332955,9672.0,1,1068.0,37000
PHY332977,496.0,1,1068.0,30000
PHY332977,2762.0,1,1068.0,13000
PHY332977,4576.0,1,1068.0,30000
PHY332977,5849.0,1,1068.0,13000
PHY332977,9671.0,1,1068.0,13000
PHY332981,605.0,2,2136.0,12000
PHY332981,966.0,1,1068.0,12000
PHY332981,3995.0,1,1068.0,14000
PHY332981,4516.0,1,1068.0,6000
PHY332981,4525.0,1,1068.0,4000
PHY332981,7855.0,1,1068.0,28000
PHY332981,8152.0,2,2136.0,18000
PHY332981,8180.0,1,1068.0,9000
PHY332981,9904.0,1,1068.0,4000
PHY332987,2724.0,1,1068.0,4000
PHY332987,8741.0,1,1068.0,4000
PHY332990,415.0,1,1068.0,11000
PHY332990,4019.0,1,1068.0,11000
PHY333019,3523.0,1,1068.0,57000
PHY333019,9955.0,1,1068.0,3000
PHY333039,5459.0,1,1068.0,16000
PHY333045,387.0,1,1068.0,53000
PHY333045,6029.0,2,2136.0,6000
PHY333045,8151.0,1,1068.0,11000
PHY333048,3893.0,1,1068.0,10000
PHY333048,4019.0,1,1068.0,10000
PHY333049,3722.0,1,1068.0,6000
PHY333049,9390.0,1,1068.0,4000
PHY333053,8103.0,1,1068.0,9000
PHY333071,3950.0,1,1068.0,15000
PHY333079,8154.0,1,1068.0,11000
PHY333083,8154.0,1,1068.0,0
PHY333087,2732.0,3,3204.0,33000
PHY333087,4516.0,2,0.0,6000
PHY333090,3943.0,1,1068.0,6000
PHY333093,8604.0,1,1068.0,5000
PHY333093,9904.0,1,0.0,5000
PHY333106,66.0,1,1068.0,17000
PHY333112,4341.0,1,1068.0,5000
PHY333112,8773.0,1,1068.0,6000
PHY333112,9389.0,1,1068.0,6000
PHY333116,311.0,1,1068.0,38000
PHY333116,4685.0,1,1068.0,5000
PHY333116,8154.0,1,1068.0,14000
PHY333116,8611.0,1,1068.0,38000
PHY333120,2724.0,1,1068.0,4000
PHY333120,3451.0,1,1068.0,57000
PHY333120,3612.0,1,1068.0,29000
PHY333120,3614.0,1,1068.0,0
PHY333120,3990.0,1,1068.0,5000
PHY333120,5183.0,1,1068.0,57000
PHY333120,8051.0,1,1068.0,4000
PHY333120,8954.0,1,1068.0,3000
PHY333120,9465.0,2,2136.0,10000
PHY333120,9905.0,1,1068.0,27000
PHY333122,8872.0,1,1068.0,5000
PHY333134,66.0,1,1068.0,15000
PHY333137,6869.0,1,0.0,44000
PHY333137,9904.0,1,1068.0,3000
PHY333137,9982.0,1,0.0,44000
PHY333144,8872.0,1,1068.0,15000
PHY333145,527.0,2,2136.0,18000
PHY333145,1712.0,2,2136.0,14000
PHY333145,2102.0,1,1068.0,32000
PHY333145,3327.0,1,1068.0,17000
PHY333145,3572.0,2,2136.0,32000
PHY333145,3893.0,1,1068.0,14000
PHY333145,4019.0,3,3204.0,24000
PHY333145,4601.0,3,3204.0,60000
PHY333145,8151.0,1,1068.0,17000
PHY333145,8154.0,1,1068.0,11000
PHY333145,8411.0,2,2136.0,32000
PHY333145,9607.0,2,2136.0,12000
PHY333145,9851.0,3,3204.0,24000
PHY333149,3783.0,1,1068.0,0
PHY333149,5123.0,1,1068.0,6000
PHY333149,9904.0,1,1068.0,6000
PHY333151,4639.0,1,1068.0,11000
PHY333175,51.0,1,1068.0,42000
PHY333175,66.0,1,1068.0,12000
PHY333175,1733.0,1,1068.0,12000
PHY333175,2724.0,1,1068.0,12000
PHY333175,4019.0,2,2136.0,16000
PHY333175,4263.0,1,1068.0,42000
PHY333175,4525.0,1,1068.0,4000
PHY333175,9905.0,1,1068.0,4000
PHY333182,311.0,1,1068.0,21000
PHY333182,7935.0,1,1068.0,21000
PHY333192,8154.0,1,1068.0,18000
PHY333203,3893.0,1,1068.0,8000
PHY333208,605.0,3,3204.0,18000
PHY333209,66.0,1,1068.0,19000
PHY333209,390.0,1,1068.0,0
PHY333209,4139.0,1,1068.0,19000
PHY333209,8897.0,1,1068.0,5000
PHY333213,17.0,1,1068.0,0
PHY333213,7994.0,1,1068.0,0
PHY333215,8154.0,3,3204.0,42000
PHY333216,4516.0,2,0.0,0
PHY333221,2762.0,1,1068.0,57000
PHY333221,3723.0,1,1068.0,11000
PHY333221,4573.0,1,1068.0,16000
PHY333221,5014.0,1,1068.0,5000
PHY333221,7915.0,1,1068.0,9000
PHY333221,8872.0,2,2136.0,10000
PHY333221,8965.0,1,1068.0,15000
PHY333221,9672.0,1,1068.0,57000
PHY333235,4516.0,1,1068.0,4000
PHY333248,9390.0,1,1068.0,6000
PHY333255,554.0,1,1068.0,20000
PHY333258,3722.0,1,1068.0,6000
PHY333258,4139.0,1,1068.0,6000
PHY333265,4523.0,1,1068.0,15000
